Protein.ID;Average,,pmol,mg,;std
P30613;3,275066;0.7392272
P30622;0,6354012;0.09739995
P30626;0;0
P30711;1,433046;0.1264838
P30740;3,367627;0.0963914
P30793;0,25420892;0.1430706
P30825;0,2167565;0.1071797
P30837;23,71506;1.110947
P30838;0;0
P30876;1,007617;0.08044925
P31025;0;0
P31040;6,760471;0.1498643
P31146;0,08751986;0.02293317
P31150;0,6067375;0.06190155
P31151;2,633221;0.2862756
P31153;0,5275548;0.04671149
P31213;0;0
P31321;0,0160378;0.02777828
P31323;0;0
P31327;2,393184;0.1190087
P31350;1,3353344;0.02681072
P31431;1,0959416;0.3163256
P31483;0,009349372;0.008240568
P31512;0;0
P31513;0;0
P31641;0,1233675;0.009752761
P31689;1,81775;0.2257515
P31749;0,04823982;0.009300386
P31751;0,04301025;0.04204594
P31930;5,985762;0.4812159
P31937;5,436884;0.8175968
P31939;17,26989;0.4057584
P31942;69,36936;11.413632
P31943;23,20278;3.64082
P31944;0;0
P31946;59,36382;3.338092
P31947;8,333588;0.4354434
P31948;19,6689;0.6448547
P31949;0,8683014;0.1226764
P31994;0;0
P31995;0;0
P31997;0;0
P32019;0;0
P32119;106,30838;8.216558
P32121;1,8304984;0.26612308
P32189;19,736972;0.866166
P32298;0;0
P32320;0;0
P32321;1,0684544;0.0992477
P32322;83,24666;1.4122904
P32455;0;0
P32456;0;0
P32519;0,74566;0.07740314
P32754;3,579872;0.8325774
P32780;0,1419425;0.01011329
P32856;0;0
P32926;0;0
P32929;0,90407;0.19314914
P32942;0;0
P32969;17,28454;0.8300152
P33121;4,374792;0.3676998
P33176;3,820604;0.2463851
P33240;6,687306;1.350019
P33241;0;0
P33260;0,18903494;0.002555322
P33261;0;0
P33316;3,151442;0.238304
P33527;2,487276;0.43777737
P33552;0;0
P33897;0,7360604;0.09988472
P33908;2,858489;0.3459125
P33947;18,024578;0.336352
P33991;1,648334;0.3384567
P33992;1,51718;0.09227743
P33993;4,701486;0.7833006
P34059;0,1835302;0.04785999
P34741;1,64215;0.2990792
P34896;5,404692;0.04966389
P34897;89,72016;0.7491081
P34910;0,0189058;0.0327458
P34913;1,801317;0.18224643
P34931;0,1253695;0.02739643
P34932;6,107695;0.0335481
P34949;1,228181;0.2734594
P35030;0;0
P35052;0,6589264;0.1031869
P35080;2,389602;0.2736955
P35125;0;0
P35218;0,8814666;0.0127098
P35221;1,7781036;0.09277586
P35222;8,80033;0.5338328
P35226;0,5210193;0.1382823
P35227;0,04578806;0.07930724
P35232;69,7862;3.597473
P35237;1,695907;0.282431
P35240;2,214278;0.193293
P35241;4,933407;0.4832223
P35244;2,332959;0.3302648
P35249;4,687723;0.1457099
P35250;5,184394;0.6647834
P35251;1,6176656;0.10991762
P35268;19,53625;4.632938
P35269;0,7484492;0.1024888
P35270;10,62995;0.9533584
P35321;0;0
P35325;0;0
P35326;0;0
P35348;0;0
P35443;0;0
P35475;0;0
P35503;0;0
P35504;0;0
P35520;2,315024;0.4075026
P35527;3,443924;0.2392035
P35542;1,054574;0.3618003
P35555;0;0
P35556;0;0
P35557;0;0
P35558;0,2010069;0.01316893
P35568;0,0140692;0.001341615
P35573;0,4611357;0.05017434
P35575;0;0
P35579;13,377652;0.793374
P35580;11,059221;0.4358535
P35606;4,77026;0.1853469
P35609;0,01160691;0.004398397
P35610;2,8278117;0.07824009
P35611;4,589025;0.08286603
P35612;0;0
P35613;30,5760525;3.3488183
P35625;0,1642641;0.03730397
P35626;0,1458464;0.1162958
P35637;12,620662;0.6180802
P35658;3,552949;0.1744734
P35659;19,07584;0.1221134
P35670;0,7688372;0.08790952
P35711;0,1256203;0.08706345
P35712;0,10049624;0.06965076
P35749;0,031145824;0.0012605048
P35754;5,966795;1.100739
P35790;0,09897142;0.17142354
P35813;0,7033215;0.03324954
P35858;0;0
P35869;0,008846559;0.0003571936
P35900;0;0
P35908;0,646651;0.06525212
P35914;4,194276;0.3331384
P35998;8,460865;0.8414413
P36021;0;0
P36222;0;0
P36268;3,67427;0.1710482
P36269;0;0
P36404;0,187362;0.0166577
P36405;0,7040057;0.1559022
P36406;7,136007;0.05952273
P36507;0,873692;0.02036543
P36537;0,2538649;0.02784732
P36542;18,0981;0.556684
P36543;12,531813;1.0595445
P36551;2,713149;0.4281218
P36575;0,677509;0.19080202
P36578;26,39674;1.862436
P36776;4,762938;0.3251477
P36871;37,20057;1.2618984
P36873;2,13022;0.3604314
P36894;0,03263069;0.006084774
P36897;0,4934415;0.10941978
P36915;0,5583348;0.10158074
P36952;0,2899168;0.04528792
P36954;0,05014369;0.08685142
P36955;1,296875;0.1072218
P36956;0;0
P36957;15,27186;0.8045284
P36959;0;0
P36969;0,0860702;0.009506532
P36980;0;0
P37059;4,100529;0.1539445
P37108;19,77899;0.6726275
P37173;1,3289722;0.2695556
P37198;2,382864;0.1164628
P37235;1,321866;0.02706787
P37268;21,31033;0.5133325
P37275;0,003256876;0.005641076
P37802;0,1769257;0.1350623
P37837;20,47558;0.8875453
P37840;0;0
P38117;89,43454;6.216528
P38159;55,27788;3.577119
P38405;1,95132;0.2301902
P38432;0,543014;0.01974724
P38435;5,211166;0.233753
P38571;4,257428;0.13207574
P38606;3,840746;0.4472753
P38646;69,21514;4.748575
P38919;21,18374;1.51385
P38935;0,01261881;0.01615171
P39019;52,38123;0.6654523
P39023;21,91129;0.8368225
P39060;0,8016033;0.014163057
P39210;0,2498842;0.1364454
P39656;14,06116;1.767961
P39687;16,58618;0.9895292
P39748;6,569058;0.476248
P39880;0,2800348;0.06702055
P40121;0,211124;0.03496942
P40123;0,3479234;0.07315455
P40189;1,84545;0.28313931
P40198;0,1476308;0.0857626
P40199;0;0
P40222;1,348551;0.1995317
P40227;53,57564;1.6015316
P40261;0,02120843;0.03673408
P40306;0,07600274;0.02484764
P40394;0;0
P40424;0,04346037;0.007936446
P40425;0,01448679;0.002645482
P40429;25,04217;3.163023
P40616;3,458586;0.2630687
P40692;0,2301562;0.04744166
P40763;1,089253;0.02786718
P40818;0,0654258;0.003138599
P40855;0,14530084;0.10906858
P40925;47,78601;8.009703
P40926;42,4644;1.848813
P40937;6,705162;0.18191836
P40938;4,0747;0.2112014
P40939;43,34773;1.902605
P41002;0;0
P41091;5,984821;0.2943862
P41208;1,231254;0.1401274
P41214;0,14200264;0.018724508
P41218;0;0
P41219;0;0
P41223;1,14582;0.1854499
P41226;0,02820231;0.01696026
P41227;2,04901;0.3093072
P41229;0,06052148;0.04402592
P41235;4,9671818;0.49892122
P41236;0,6573676;0.07484555
P41240;0,295403;0.04170289
P41247;0,07903402;0.0013250522
P41250;5,276791;0.1797473
P41252;5,593469;0.4071378
P41439;0;0
P41440;0,4736022;0.04116261
P41567;6,388663;0.5377894
P41732;0,03327775;0.02949439
P41743;0,1118984;0.0192061
P42025;0,8762075;0.1560351
P42126;17,975386;0.246731
P42166;6,121352;0.3546261
P42167;4,077732;0.1996264
P42224;1,1884;0.1133307
P42226;0;0
P42229;0;0
P42285;1,884303;0.2057876
P42330;53,83821;5.387097
P42331;0;0
P42336;0,004090979;0.0007438403
P42338;0,07416334;0.007333397
P42345;0,1336548;0.01225256
P42356;0,07037032;0.01239055
P42357;0;0
P42566;0,3377482;0.05215722
P42574;1,214768;0.04879007
P42575;0,02679858;0.02321318
P42677;8,142303;0.589081
P42679;0,886209;0.12510867
P42684;0,001950361;0.003378124
P42685;0;0
P42694;0,02245619;0.004923951
P42695;0,008263688;0.008704679
P42696;3,37624;0.2005796
P42704;30,59029;0.5264244
P42765;15,46609;0.6678703
P42766;30,88093;0.8025356
P42768;0;0
P42785;2,301376;0.12674142
P42858;0,08790393;0.007588227
P42892;0,4702256;0.039630564
P42898;0,01851852;0.01772502
P43004;0;0
P43007;3,40514;0.2769164
P43034;2,980932;0.4431852
P43121;0,766968;0.07415748
P43155;8,359782;1.0013052
P43234;0;0
P43235;0,4292298;0.04225567
P43243;28,48324;0.9721184
P43246;1,8681154;0.15669072
P43250;0,08809821;0.007677186
P43251;0;0
P43268;0,03612708;0.00385621
P43304;0;0
P43307;28,8233;0.7555348
P43351;0;0
P43353;0;0
P43378;0,02691815;0.0272863
P43403;0;0
P43405;0;0
P43487;16,60657;1.068392
P43490;2,886985;0.09979035
P43652;0;0
P43686;17,237426;0.9994112
P43694;0,1032507;0.006490531
P43897;17,772676;0.22305508
P45381;0;0
P45877;0,4208587;0.06294751
P45880;32,45273;0.6330216
P45954;24,55086;1.687894
P45973;1,313458;0.2007341
P45974;4,62217;0.2017756
P45983;0;0
P45984;0,3948936;0.42656045
P45985;0,628768;0.18119528
P46013;0,652782807;0.158722029
P46019;0,02899594;0.006899237
P46059;0;0
P46060;3,115833;0.371378
P46063;1,257828;0.09218622
P46087;15,410048;0.24888336
P46100;0,26358066;0.023232864
P46108;1,6041954;0.2178468
P46109;0,8879747;0.1251262
P46199;0,667513;0.1310656
P46379;4,481429;0.32382255
P46459;3,789721;0.1698465
P46527;0,01174471;0.02034244
P46734;1,3601673;0.4263498
P46736;1,01155;0.16106915
P46776;30,92161;1.927106
P46777;24,15591;3.150031
P46778;20,22317;1.628875
P46779;97,39944;10.799454
P46781;61,57077;2.669675
P46782;25,63176;1.098051
P46783;11,28333;0.749198
P46821;0,0851528;0.01037372
P46926;2,742187;0.1437018
P46934;0,13369936;0.024351456
P46937;1,8406324;0.22920844
P46939;2,288765;0.05639688
P46940;1,994098;0.14257
P46952;0,5756438;0.0373813
P46976;2,0896086;0.4616328
P46977;11,90452;0.5058514
P47224;0,2372592;0.3267029
P47712;0;0
P47736;0,025909821;0.005459928
P47755;3,182181;0.8790241
P47756;16,711344;0.5069566
P47813;4,504063;0.7321166
P47871;0;0
P47897;5,515908;0.3863193
P47914;20,47849;1.546078
P47929;3,331923;0.4842545
P47974;0,06804744;0.0191006
P47985;22,05493;2.32463
P47989;0;0
P48029;0,05869124;0.10165624
P48047;24,17465;1.430315
P48059;0,5446743;0.2284713
P48065;0,1482264;0.01428826
P48066;0,1879257;0.09638432
P48067;0,3959724;0.22019505
P48147;0,9366714;0.09807645
P48163;0;0
P48200;0,04698218;0.007858628
P48230;0;0
P48357;0;0
P48378;0,03614438;0.03324516
P48380;0,03614438;0.03324516
P48382;0,02646405;0.005166397
P48426;0,2943486;0.08779353
P48436;0,2474946;0.01738223
P48444;16,815566;0.4907602
P48448;7,792754;0.8539275
P48449;14,264121;0.17352501
P48454;0;0
P48506;0,8049839;0.09163804
P48507;0,7378434;0.1653909
P48509;0,1103523;0.009150847
P48546;0;0
P48552;0;0
P48553;0;0
P48556;3,255781;0.154755
P48594;0,3265097;0.02621612
P48595;0;0
P48634;1,3630036;0.033817148
P48637;3,727884;0.205305
P48643;28,70695;1.435361
P48651;0,05299869;0.02830627
P48668;0;0
P48723;0,9992796;0.04556523
P48728;2,3296744;0.600648
P48729;3,383664;0.516477
P48730;0,5807982;0.04127864
P48735;17,93742;0.3617615
P48739;2,320424;0.3973462
P48740;0,007310552;0.0001890184
P48741;29,46129;1.297544
P48775;0;0
P48960;0,04587999;0.00976812
P49005;0,1570378;0.04769432
P49006;14,15378;0.9358033
P49023;0,27110624;0.030351468
P49069;7,54157;0.3067908
P49116;0,05189462;0.04932974
P49137;0,3183708;0.0853112
P49184;0,0074802;0.01295609
P49189;1,486398;0.1388961
P49207;13,95514;2.289019
P49221;0,06429896;0.02545591
P49247;0,2502609;0.07087923
P49257;10,0105;1.616689
P49281;0,17161524;0.017434456
P49321;12,872523;1.1989995
P49326;2,3766987;0.09299493
P49327;24,9385;0.2154332
P49336;0,08395432;0.06377842
P49354;0,504619;0.05480132
P49356;0,1174461;0.004417304
P49366;0,10685368;0.019931464
P49368;48,85904;1.6904942
P49406;3,65559;0.2573985
P49407;0,677509;0.19080202
P49411;37,05743;0.9177804
P49419;53,21488;0.794656
P49427;0,3783822;0.01102814
P49441;0,1649586;0.0689309
P49447;0;0
P49448;0;0
P49454;0,04211077;0.01257276
P49458;46,97678;1.4002104
P49459;0;0
P49585;1,738656;0.2402234
P49588;5,623245;0.6080625
P49589;0,5714901;0.09878133
P49590;0,6267592;0.1979089
P49591;2,276985;0.1317575
P49593;0,2805597;0.06175894
P49638;0,06830072;0.05919119
P49641;0;0
P49642;0,1367526;0.04326264
P49643;0,1864112;0.07248406
P49662;0;0
P49674;0,01986401;0.01806389
P49711;0,43012728;0.0655971
P49715;0,2062446;0.1033036
P49716;0;0
P49720;5,254866;0.2265749
P49721;3,042551;0.501828
P49736;1,51248;0.0558358
P49748;18,986124;0.12851688
P49750;0,7205336;0.04478038
P49753;0;0
P49754;0;0
P49755;19,69251;0.9167291
P49756;5,496016;0.5228644
P49757;0,6527192;0.13327868
P49759;0;0
P49761;0,1010361;0.017407125
P49768;2,7048497;0.25209583
P49770;1,403643;0.3215198
P49773;16,92594;0.9509083
P49789;0;0
P49790;1,28989;0.0937937
P49792;1,578671;0.1371905
P49795;0;0
P49810;0,7728142;0.07202738
P49815;0,11359734;0.06442158
P49821;7,009344;0.3372792
P49840;0,1157538;0.03637959
P49841;0,6980326;0.599028
P49848;0,3469461;0.08164914
P49862;0;0
P49888;0;0
P49895;0;0
P49902;0,1472474;0.03072141
P49903;0,5335745;0.1175868
P49908;0;0
P49913;0;0
P49914;1,541899;0.05359732
P49915;2,882653;0.04454508
P49916;1,7318936;0.07731704
P49917;0,006745943;0.005845955
P49959;1,4043928;0.239576
P49961;0;0
P50053;0,7955914;0.05504445
P50120;0,03818455;0.06613758
P50135;7,269891;2.6997261
P50148;0,3374203;0.1492646
P50150;0,5924453;0.06733227
P50151;1,215364;0.6901868
P50213;5,16906;0.4665242
P50225;20,8126056;0.428480936
P50226;0,3197713;0.02878196
P50238;4,557264;0.07283304
P50336;0,5810631;0.102372
P50395;52,16338;0.710768
P50402;3,345739;0.4046298
P50416;1,6866718;0.01351486
P50440;0,01417981;0.009890804
P50452;0;0
P50453;0,2357231;0.005056056
P50454;16,24868;0.2023193
P50502;8,262674;0.2422486
P50542;1,2469276;0.37204956
P50548;0;0
P50552;1,171753;0.2872996
P50570;1,39433986;0.089132428
P50579;0,3220816;0.01292192
P50583;0;0
P50613;0,6797767;0.1286275
P50747;0;0
P50748;0,03020093;0.01004846
P50749;0,06493178;0.00927022
P50750;0,1991488;0.0382049
P50851;0,5419526;0.06365802
P50895;10,07437;0.3532091
P50897;6,181162;0.228423
P50914;5,491873;0.3711275
P50990;30,47781;1.064162
P50991;59,28592;2.287196
P50993;0;0
P50995;2,034152;0.1154771
P51003;0,6439528;0.07977828
P51114;2,5724286;0.7418085
P51116;0,03798618;0.02668117
P51148;25,5549;0.7989582
P51149;32,4953;0.9784856
P51151;0,5308549;0.02593999
P51153;1,421013;0.4663879
P51159;0,7999284;0.3331796
P51178;0,1573013;0.016483268
P51397;0,3114257;0.0325609
P51398;21,048339;0.26696562
P51449;0,015364816;0.0012255004
P51452;1,081934;0.2477858
P51511;0,2175343;0.02084257
P51531;0,7561318;0.1262638
P51532;1,6458504;0.20351235
P51553;0,1707912;0.003410648
P51570;4,829375;0.5859955
P51571;7,761012;1.297789
P51572;42,1398;1.2908494
P51580;0,7583323;0.04826474
P51589;0,02535644;0.001954614
P51606;0;0
P51608;0,3976189;0.07794305
P51610;1,3363002;0.028915984
P51617;0,05253736;0.04587032
P51636;0;0
P51648;15,585508;1.707855
P51649;10,323208;1.207205
P51654;31,36962;4.34615
P51659;51,97023;0.714225
P51665;2,921634;0.7859126
P51668;1,380605;0.2352293
P51687;0,6626971;0.05260583
P51688;1,011173;0.2917917
P51689;0;0
P51690;0,8042596;0.102719
P51692;0,0670564;0.007535001
P51784;0,3951745;0.03324316
P51788;0,08031088;0.011393948
P51793;0;0
P51795;0;0
P51797;0,11793028;0.010385378
P51798;0,1451922;0.09028746
P51808;0;0
P51809;2,3199543;0.3330939
P51811;0;0
P51812;7,135438;0.6270276
P51817;0,1591854;0.0426556
P51857;1,1194833;0.4365039
P51858;23,26366;0.276333
P51884;0;0
P51888;0;0
P51946;0,222789;0.08003289
P51948;0,1835383;0.03038688
P51956;0,05984444;0.002533038
P51957;0;0
P51965;0,9016964;0.11698524
P51970;7,489118;0.3632239
P51991;23,6927078;2.1053965
P51993;0,07409526;0.005268504
P52209;14,43975;0.2022065
P52272;104,67476;4.475422
P52292;3,507848;0.09505522
P52294;0,6029518;0.186774
P52298;0,4697014;0.06753382
P52306;0,6271912;0.03528674
P52333;1,3595534;0.257255
P52429;0,02827934;0.01023049
P52434;5,165381;0.4050838
P52435;1,044134;0.1930688
P52564;0,1383177;0.01636209
P52565;13,80534;0.9258725
P52566;0;0
P52569;1,0245867;0.15796074
P52594;3,96707;0.4216052
P52597;12,3743;0.6332057
P52630;0,09994444;0.01700907
P52655;0;0
P52657;0;0
P52701;1,1443382;0.05119566
P52732;0,06160623;0.009112382
P52735;0,5805318;0.07516431
P52739;0;0
P52747;0,0518374;0.0449348
P52756;0,4458436;0.06815904
P52757;0;0
P52758;3,100196;0.4514369
P52788;2,84075;0.2662588
P52789;1,090995;0.02549951
P52790;0;0
P52815;0,7714142;0.1046283
P52824;0;0
P52848;0,017731466;0.00241066
P52849;0;0
P52888;0,8030629;0.01560777
P52895;2,680314;0.4804578
P52907;6,832568;0.4961827
P52926;20,72002;0.8350076
P52943;0,5196553;0.05563786
P52948;4,7809656;0.23413128
P53004;4,924786;0.6189247
P53007;16,8189;1.16361
P53041;0,3375166;0.07950957
P53350;0,1058187;0.03419583
P53355;0,13050942;0.06678111
P53365;0,1274574;0.02258032
P53367;1,258963;0.5459178
P53370;0;0
P53384;0,656223;0.02779972
P53396;29,59584;1.1622562
P53539;0;0
P53567;0,5696267;0.07082075
P53582;1,447281;0.1588776
P53597;9,394187;1.500696
P53602;7,310746;0.3760792
P53609;0,05505912;0.04778366
P53611;0,3523012;0.02083962
P53618;4,103426;0.1712045
P53621;10,790902;0.6992098
P53634;3,260604;0.5903292
P53671;0,2342536;0.02877285
P53675;0,013221384;0.00215944
P53677;0,0489602;0.01737071
P53680;1,6879412;0.13458516
P53701;0,645634;0.07040105
P53778;0,1511471;0.006373707
P53801;0,5950889;0.1355269
P53803;0;0
P53805;0;0
P53816;0;0
P53985;5,836725;0.8271129
P53990;6,82723378;0.37171779
P53992;1,421523;0.1144183
P53999;36,00118;1.724571
P54098;0,4926025;0.01042379
P54105;0,0799389;0.02310939
P54108;0;0
P54136;8,161607;0.8182974
P54198;0,13753654;0.03161436
P54252;0;0
P54253;0;0
P54274;0,03265006;0.018031416
P54277;0;0
P54278;0;0
P54577;5,796003;0.4709434
P54578;2,708285;0.2337921
P54619;2,10433;0.2447924
P54646;0,02921604;0.005041274
P54652;0,2656342;0.02604365
P54687;2,329051;0.8822975
P54707;0;0
P54709;4,766111;0.4094823
P54710;2,136024;0.06392815
P54725;1,255686;0.1749458
P54727;11,043592;1.030321
P54750;3,0002904;0.5675025
P54753;0,3348163;0.0616233
P54760;0,3348163;0.0616233
P54792;0,009680246;0.016766678
P54793;0;0
P54802;0,5580321;0.08877547
P54803;0;0
P54819;79,52264;7.880336
P54840;0,1475289;0.02906387
P54855;0;0
P54868;1,852388;0.1176918
P54886;48,4627872;2.42144455
P54920;2,117759;0.1230468
P55001;0;0
P55008;0;0
P55010;2,665845;0.1083264
P55011;0,03507076;0.02288392
P55036;3,018368;0.1148515
P55039;1,015856;0.1028799
P55056;0;0
P55058;0;0
P55060;24,534489;9.963687
P55061;0,230083;0.09711409
P55072;25,17971;0.5173347
P55081;1,357284;0.112235
P55084;26,62991;0.8581106
P55103;0;0
P55145;12,64759;1.039295
P55157;12,17819;0.2354985
P55160;0;0
P55196;0;0
P55197;0;0
P55198;0,03686884;0.01976618
P55201;0,30487128;0.002066426
P55209;3,773998;0.07653526
P55210;0,6774522;0.0882798
P55212;1,0610778;0.09473168
P55263;6,3706447;0.8115678
P55265;4,194292;0.027502772
P55268;0,6613423;0.08773179
P55283;2,103612;0.14340858
P55317;0,06752723;0.06226483
P55318;0;0
P55327;0;0
P55735;1,012943;0.2330658
P55769;17,27436;0.3789474
P55786;5,669525;0.2592164
P55789;0,6119816;0.04606689
P55795;1,435649;0.3822736
P55809;0;0
P55854;0,701544;0.1492047
P55884;4,400022;0.4242318
P55899;1,187209;0.1519175
P55957;1,949306;0.30387876
P56134;0,5473981;0.07884926
P56181;2,412914;0.26912411
P56182;2,394611;0.1600111
P56192;4,231475;0.05578533
P56199;0,1689599;0.02067405
P56211;0,5728236;0.05228426
P56270;0,12246076;0.016511866
P56277;0,02239048;0.02073295
P56377;0;0
P56378;13,63633;4.355002
P56381;21,67354;6.227411
P56385;35,33716;9.513402
P56470;0;0
P56537;11,68808;0.2837793
P56545;5,040184;0.10576292
P56556;3,921453;0.8975264
P56557;0;0
P56589;0,3429186;0.04221975
P56645;0;0
P56693;0,2474946;0.01738223
P56747;0,7088158;0.05291325
P56749;0,1753803;0.03519687
P56937;7,999998;0.7585866
P56945;0,06929532;0.02693722
P56962;0,3794932;0.04275251
P57053;0;0
P57059;0;0
P57060;0;0
P57073;0,2474946;0.01738223
P57076;0,05515994;0.04882128
P57081;1,0750722;0.05610846
P57086;0,05077513;0.02692618
P57088;2,703987;0.2891229
P57105;2,514463;0.6384615
P57678;0,4105854;0.01170658
P57682;0;0
P57721;69,68765;3.677949
P57723;27,87506;1.4711796
P57729;6,249411;1.298863
P57737;2,107581;0.4630557
P57738;0;0
P57739;0;0
P57740;1,586084;0.9957293
P57764;0,02409122;0.004745054
P57772;0,3316744;0.03168279
P58004;0,01061693;0.0001539702
P58005;0;0
P58107;0,4272631;0.03450164
P58166;0;0
P58335;0,1168356;0.14734448
P58499;0,4908123;0.20351742
P58546;4,157578;0.354697
P58557;0;0
P58876;437,2634;28.94578
P59074;1,966713;0.1789675
P59190;0;0
P59282;0;0
P59666;0;0
P59768;0;0
P59780;0,02217978;0.002316837
P59923;2,954631;0.51292
P59998;7,79203;0.8070734
P60006;0,07625505;0.006012039
P60033;0;0
P60059;51,09314;2.474486
P60174;209,27271;4.342581
P60228;6,70487;0.2019214
P60468;42,74578;2.673679
P60484;0;0
P60510;0,1075688;0.02038167
P60520;0,9512863;0.09563771
P60602;14,096638;3.278398
P60604;2,517422;0.12957108
P60660;19,804142;1.5285584
P60709;298,0285;9.303203
P60763;0;0
P60842;47,91468;1.1103196
P60866;60,4168;0.260686
P60891;1,929568;0.0804871
P60900;12,78142;0.4790276
P60903;0,2120149;0.07460097
P60953;24,02064;0.10730208
P60981;5,2675;1.4442964
P60983;1,913138;0.1558225
P61006;5,828319;0.3857587
P61009;8,754307;1.450124
P61011;8,141898;0.5661506
P61018;0,1547022;0.1177905
P61019;14,773144;1.3840332
P61020;16,98397;0.1002603
P61026;9,095389;2.198987
P61077;10,865001;2.1221445
P61081;2,345353;0.1185621
P61086;5,672409;0.8424906
P61088;13,10964;0.5114959
P61106;11,59861;0.1396797
P61129;0;0
P61158;2,981127;0.529902
P61160;8,784228;0.4048698
P61163;3,437601;0.4557265
P61165;1,899343;0.2002093
P61201;2,405628;0.19456062
P61204;44,96113;4.584663
P61218;0,298862;0.152916
P61221;2,726445;0.1296578
P61224;42,18328;6.790792
P61225;0,4783901;0.0711498
P61244;1,572273;0.604919
P61247;38,44072;1.14178
P61254;32,30308;3.591795
P61289;9,249242;0.2744194
P61313;55,64346;0.9263432
P61326;0;0
P61353;26,52965;3.265668
P61421;2,032895;0.2898436
P61457;10,09941;3.084425
P61513;4,551129;0.4151339
P61586;5,49514;0.4596439
P61587;0;0
P61599;0,4328608;0.05203898
P61601;0;0
P61604;379,3881;15.14978
P61619;32,66794;1.238983
P61626;11,3852;1.011131
P61758;2,388015;0.4955317
P61764;0,004830558;0.008366772
P61769;12,16813;1.508021
P61803;48,97299;0.6356499
P61916;3,589695;0.9927083
P61923;7,13967;0.4031811
P61927;0;0
P61952;0;0
P61956;50,41322;4.9527
P61960;29,90724;1.2404728
P61962;0,1466908;0.01445319
P61964;0,9549611;0.1868606
P61966;0,126128;0.10969142
P61970;6,155381;0.6422889
P61978;85,419239;1.5845053
P61981;30,85471;0.7204389
P62068;0,16049364;0.14170208
P62070;3,447417;0.5982519
P62072;2,825044;0.6651925
P62081;21,39591;1.604189
P62136;5,1025;0.898299
P62140;2,381297;1.656493
P62191;5,197831;0.1828143
P62195;19,057604;1.3667198
P62241;38,21337;2.559271
P62244;12,8245;0.7286361
P62249;36,64219;2.630466
P62253;0,4194449;0.01072168
P62256;1,1396124;0.14602316
P62258;101,01974;0.997335
P62263;51,38698;10.9297
P62266;31,18683;2.335883
P62269;53,34316;1.847902
P62273;1,0803668;0.6930262
P62277;32,99;1.04709
P62280;43,45186;2.201414
P62304;3,290504;0.3297023
P62306;12,6057;0.7071484
P62308;5,269641;1.059152
P62310;6,019628;0.5062263
P62312;1,854694;0.6661632
P62314;13,2493;1.405046
P62316;40,43522;9.931072
P62318;3,143297;0.3334067
P62328;0;0
P62330;2,378669;0.01984091
P62333;5,042811;0.4121498
P62341;0,06355975;0.02986531
P62424;51,74621;0.5167972
P62487;0,5167606;0.02401727
P62491;14,94093;0.9532425
P62495;7,627914;0.190144
P62633;0;0
P62699;0,1737338;0.1721139
P62701;31,7352;2.475848
P62714;0,5997414;0.06962842
P62736;0;0
P62745;1,145296;0.2086519
P62750;37,99427;0.7810455
P62753;29,48099;5.088616
P62760;6,816922;0.5260428
P62805;825,8008;86.9335
P62807;0;0
P62820;199,09563;6.275598
P62826;32,21187;0.8071517
P62829;32,75577;2.066756
P62834;1,413519;0.1987911
P62837;3,621667;0.7073815
P62841;2,592305;0.7578554
P62847;35,66194;2.2656868
P62851;38,79126;3.466
P62854;15,28429;1.929723
P62857;62,32147;9.258547
P62861;24,59675;2.190004
P62873;3,262485;0.2730545
P62875;1,421798;0.07386373
P62877;0,9332062;0.1433897
P62879;6,044419;0.4635739
P62888;10,45361;5.653302
P62891;0;0
P62899;99,10041;6.922068
P62906;39,68524;0.7311111
P62910;16,81525;2.254261
P62913;53,67908;6.087014
P62917;27,83428;3.213295
P62937;87,44818;4.931432
P62942;1,874456;0.2032056
P62979;102,51;6.896633
P62993;3,070688;0.6350958
P62995;6,122448;0.7234656
P63000;11,360906;1.0571082
P63010;3,37979;0.14970642
P63027;0,06391047;0.1106962
P63092;2,92698;0.3452853
P63096;0,012813518;0.02219366
P63098;0,1054023;0.01836354
P63104;47,54161;2.02265
P63146;0;0
P63151;0,4734142;0.05396752
P63162;2,103587;0.1805577
P63165;4,365393;0.5348716
P63167;2,739735;2.00075
P63172;4,362365;0.0450682
P63173;8,681722;2.40759
P63208;29,03764;1.732709
P63218;18,54352;0.6476956
P63220;39,574;6.103557
P63241;20,55806;0.649914
P63244;18,85947;1.137303
P63261;0,3886578;0.0151515
P63267;0;0
P63279;10,93202;0.5277152
P63313;2,33464;0.2307778
P67775;0;0
P67809;18,35252;0.7479478
P67812;2,600677;0.7387904
P67870;2,200823;0.3878752
P67936;4,097242;0.1897475
P68032;29,92046;2.353305
P68036;4,484312;0.7720344
P68104;114,3075;1.895516
P68133;0,3706583;0.04086944
P68363;49,22002;0.2815345
P68366;0,03861395;0.01105947
P68371;50,4301;1.887246
P68400;6,559166;0.4144022
P68402;0,175958;0.153469
P68431;0;0
P68543;0,005311594;0.00919995
P68871;0;0
P69849;2,900354;0.1295299
P69891;0;0
P69892;0;0
P69905;0,1658192;0.05430146
P78310;13,96911;1.023873
P78312;0,017782375;0.030799975
P78314;0,012531972;0.021706011
P78316;1,5331896;0.08028518
P78318;0,07685829;0.003967477
P78324;0,23068146;0.04257393
P78329;0,03104666;0.03317511
P78330;9,97573;0.8035926
P78332;0,3472708;0.02982684
P78344;4,056196;0.19175878
P78345;1,125891;0.4273141
P78346;0,7611374;0.3145632
