"Protein"	"NCI60_MCF7_iBAQ"
"IPI00019148;IPI00737431"	0
"IPI00019157;IPI00873990;IPI00942413"	0
"IPI00019158;IPI00941231;IPI00944573;IPI00922615"	0
"IPI00019169;IPI00644418;IPI00651733;IPI00868753;IPI00877928;IPI00880193;IPI00019172;IPI00216203;IPI00924807"	486490
"IPI00019176;IPI00945490;IPI00939596"	0
"IPI00019178;IPI00925737;IPI00925131;IPI00927576;IPI00927730;IPI00942966;IPI00925485"	927780
"IPI00876864;IPI00019196;IPI00478229;IPI00941057;IPI00911058;IPI00641692"	453420
"IPI00019205"	831290
"IPI00019217;IPI00940192;IPI00386104"	0
"IPI00220628;IPI00019223;IPI00220624;IPI00220625;IPI00220627;IPI00793082;IPI00940189;IPI00790103;IPI00386927;IPI00902900;IPI00926278"	13458
"IPI00019226;IPI00148057;IPI00878385;IPI00828194;IPI00878545;IPI00016570;IPI00910197;IPI00878188;IPI00877679;IPI00878882;IPI00878733;IPI00877831"	0
"IPI00909959;IPI00019254;IPI00218562;IPI00908930;IPI00383382;IPI00645862;IPI00644902;IPI00645453;IPI00644304;IPI00645311;IPI00941894"	66285
"IPI00019269;IPI00789452;IPI00797907"	2564700
"IPI00019326"	650780
"IPI00019329"	1841300
"IPI00019345;IPI00877120"	1032300
"IPI00019346"	0
"IPI00411628;IPI00019350;IPI00845327;IPI00917893;IPI00845307;IPI00386348"	0
"IPI00019353;IPI00945912;IPI00553233;IPI00945593"	2071700
"IPI00019355;IPI00301610;IPI00903210;IPI00942808"	641030
"IPI00019359;CON__P35527"	2417300
"IPI00019372"	0
"IPI00019380;IPI00513689"	4217700
"IPI00019381;IPI00062679;IPI00760748;IPI00092641"	74514
"IPI00019385;IPI00647421;IPI00646864"	28670000
"IPI00019400;IPI00401972"	161920
"IPI00019407;IPI00646262"	2740700
"IPI00019427;IPI00215762"	202900
"IPI00019432;IPI00220867;IPI00220866;IPI00746034;IPI00916539;IPI00917111"	0
"IPI00019448;IPI00385062;IPI00946120;IPI00944962;IPI00946720;IPI00514880;IPI00945727;IPI00945922"	0
"IPI00019450;IPI00646322;IPI00646813;IPI00642416;IPI00642895;IPI00902796;IPI00219287;IPI00760707"	1674000
"IPI00019451"	888030
"IPI00395997;IPI00019452;IPI00413065;IPI00448531;IPI00926125"	0
"IPI00019462;IPI00218587"	0
"IPI00019463;IPI00385404;IPI00807398;IPI00892809"	434100
"IPI00019472;IPI00922776;IPI00922487"	10195000
"IPI00019487;IPI00879727"	0
"IPI00019495;IPI00479503"	664090
"IPI00019502;IPI00395772;IPI00742780;IPI00556012;IPI00878695"	3732800
"IPI00019505"	0
"IPI00019548;IPI00220364;IPI00922465;IPI00645481"	0
"IPI00893829;IPI00019550;IPI00893954;IPI00894302;IPI00894442;IPI00894326"	0
"IPI00019551"	142350
"IPI00019560"	0
"IPI00019580"	0
"IPI00019590;IPI00479511;IPI00909258;IPI00911063;IPI00910450;IPI00941480"	0
"IPI00019600;IPI00789287;IPI00797889"	5301600
"IPI00019640"	514130
"IPI00019642;IPI00246616;IPI00946603"	0
"IPI00019690;IPI00878325;IPI00878499"	0
"IPI00019733;IPI00797295;IPI00794643"	1190700
"IPI00019755;IPI00642936;IPI00513927"	11012000
"IPI00019770"	0
"IPI00019812;IPI00793942;IPI00922155;IPI00556455;IPI00748116"	1632600
"IPI00019835;IPI00759647;IPI00937134;IPI00937848"	249380
"IPI00019848;IPI00219326;IPI00847789;IPI00002469;IPI00795760"	0
"IPI00019849;IPI00513798;IPI00941820"	0
"IPI00514282;IPI00019850"	0
"IPI00019869;IPI00873099;IPI00514806"	0
"IPI00019870;IPI00759514;IPI00657910"	0
"IPI00019872"	0
"IPI00336008;IPI00019888;IPI00946558"	956810
"IPI00019899;IPI00556210"	0
"IPI00220158;IPI00019901;IPI00376220;IPI00253279"	280360
"IPI00019903;IPI00791351"	13676000
"IPI00019904;IPI00220241;IPI00654787;IPI00924848;IPI00220240;IPI00181921;IPI00942277;IPI00927261;IPI00479049;IPI00377105;IPI00943213;IPI00719156"	0
"IPI00218019;IPI00019906;IPI00394877;IPI00908477"	779990
"IPI00019912"	18989000
"IPI00019918;IPI00155054;IPI00296139;IPI00759454"	653940
"IPI00019924"	298910
"IPI00019927"	3807100
"IPI00019930;IPI00745144;IPI00006475;IPI00926051"	0
"IPI00019941;IPI00789900;IPI00647730"	0
"IPI00019952;IPI00401212"	0
"IPI00019954"	0
"IPI00019962;IPI00922035"	1906900
"IPI00019966;IPI00867737;IPI00168444;IPI00910695"	0
"IPI00019977;IPI00945276;IPI00946947;IPI00945436"	0
"IPI00019981;IPI00793378"	220140
"IPI00019983;IPI00219134;IPI00646996;IPI00646118;IPI00644343;IPI00219133;IPI00647529"	529320
"IPI00019988;IPI00556292"	0
"IPI00019994;IPI00737270;IPI00940138"	0
"IPI00792743;IPI00019996;IPI00792073;IPI00171749;IPI00791423;IPI00790825"	0
"IPI00019997"	5308000
"IPI00020002"	0
"IPI00020004;IPI00395967"	1536100
"IPI00020005;IPI00640709"	0
"IPI00020007;IPI00640628;IPI00871937;IPI00807437"	0
"IPI00020008;IPI00873768"	0
"IPI00020017;IPI00644556"	0
"IPI00020021;IPI00909779;IPI00942944;IPI00425937"	9011200
"IPI00020030;IPI00549442"	141370
"IPI00910387;IPI00020037;IPI00216376;IPI00026559;IPI00514348;IPI00216377;IPI00413700;IPI00432448"	0
"IPI00020042;IPI00738042;IPI00216770"	1381800
"IPI00020060;IPI00641616;IPI00646455"	0
"IPI00020063;IPI00922517"	0
"IPI00020075;IPI00790966;IPI00946707;IPI00945913"	1669500
"IPI00020078;IPI00219911;IPI00219912"	0
"IPI00020124"	54221
"IPI00020127"	1987600
"IPI00020128"	0
"IPI00020131;IPI00917204;IPI00873613"	0
"IPI00020164;IPI00513693;IPI00164505"	128280
"IPI00020178;IPI00607769;IPI00854835;IPI00953321"	103290
"IPI00788634;IPI00020179;IPI00218950;IPI00921131"	0
"IPI00020191;IPI00909081;IPI00040537;IPI00937489"	2388200
"IPI00294426;IPI00020194"	140260
"IPI00020196;IPI00871811;IPI00470847"	0
"IPI00793867;IPI00890768;IPI00020210;IPI00890779;IPI00910624;IPI00910445;IPI00911101;IPI00908443;IPI00908936;IPI00871702;IPI00908826;IPI00908658;IPI00908764;IPI00908579;IPI00915417"	0
"IPI00020226;IPI00827610"	62387
"IPI00020228;IPI00944671;IPI00789179;IPI00789797"	29834
"IPI00020319;IPI00796973;IPI00795698"	630630
"IPI00020332"	0
"IPI00020356;IPI00789977;IPI00887765"	0
"IPI00020364;IPI00789201;IPI00383718;IPI00908919;IPI00791849"	37370
"IPI00020407"	187660
"IPI00020416;IPI00640197"	36807
"IPI00020418"	633930
"IPI00020436;IPI00930720"	31842000
"IPI00020446;IPI00385291"	0
"IPI00020454"	641140
"IPI00020468;IPI00930282;IPI00793181"	282000
"IPI00020470;IPI00385086;IPI00384012;IPI00953379;IPI00947497;IPI00385085;IPI00947341"	107710
"IPI00020472;IPI00607849;IPI00790620"	1633800
"IPI00020495;IPI00874047"	1562200
"IPI00020504;IPI00922766;IPI00926166;IPI00925821;IPI00921816"	0
"IPI00020508;IPI00178861"	327310
"IPI00020510"	2138600
"IPI00020512;IPI00795917"	905410
"IPI00020515;IPI00549501;IPI00549814"	114440
"IPI00020516"	0
"IPI00020529;IPI00410631;IPI00953673;IPI00385583;IPI00909128"	0
"IPI00020530;IPI00930594"	21173000
"IPI00020539;IPI00643242"	0
"IPI00020540;IPI00829966;IPI00829733;IPI00477843;IPI00385883;IPI00830000"	0
"IPI00020557;IPI00448904;IPI00385568;IPI00797187;IPI00788728;IPI00789226;REV__IPI00789226"	0
"IPI00020567;IPI00941730;IPI00382580"	1853000
"IPI00020578;IPI00872240;IPI00642252"	0
"IPI00020586;IPI00656023;IPI00796070"	0
"IPI00020599"	100950000
"IPI00020602"	0
"IPI00020632;IPI00909521;IPI00640430;IPI00642128;IPI00514341;IPI00941527"	740380
"IPI00020672;IPI00645171"	4222200
"IPI00020719;IPI00411576;IPI00893406;IPI00411577"	1783500
"IPI00020827"	0
"IPI00020883"	4290400
"IPI00020884"	0
"IPI00639982;IPI00020885;IPI00644278"	0
"IPI00020887;IPI00401804;IPI00013236"	1093300
"IPI00020898;IPI00873914;IPI00552941;IPI00930650"	166640
"IPI00020906;IPI00791997;IPI00790217"	111920
"IPI00020915;IPI00909990;IPI00910017"	3129500
"IPI00020928;IPI00643708;IPI00644515"	267350
"IPI00020943;IPI00646717"	0
"IPI00020944;IPI00908715;IPI00909973;IPI00797743;IPI00789762;IPI00798406"	679270
"IPI00900291;IPI00020950;IPI00216196"	338580
"IPI00020955;IPI00926608;IPI00939806;IPI00910349"	0
"IPI00020956;IPI00514127;IPI00514330;IPI00922032"	20098000
"IPI00020961;IPI00217817"	1426800
"IPI00020965;IPI00376297;IPI00946362;IPI00947405;IPI00946513;IPI00946339;IPI00946975"	394480
"IPI00020966;IPI00220404;IPI00942148"	204470
"IPI00020977;IPI00220647"	0
"IPI00020984;IPI00941747;IPI00477719;IPI00442866"	62021000
"IPI00020985;IPI00954239;IPI00387149"	55170
"IPI00020986;IPI00794403;IPI00796888"	0
"IPI00020991"	0
"IPI00021000;IPI00385896;IPI00921882"	0
"IPI00021010;IPI00409625"	0
"IPI00216260;IPI00021016;IPI00910455;IPI00916739;IPI00916152;IPI00917718"	12226000
"IPI00021033;IPI00167087;IPI00925581"	0
"IPI00021048;IPI00645867;IPI00216269;IPI00216268;IPI00385318;IPI00830037;IPI00829909;IPI00479416"	5603200
"IPI00021058;IPI00926820;IPI00926934;IPI00940366;IPI00927879;IPI00927034;IPI00924711;IPI00387156;IPI00926896;IPI00328342;IPI00926539;IPI00719704;IPI00719757;IPI00927188;IPI00927639;IPI00924940"	15420
"IPI00021106;IPI00926574;IPI00908995;IPI00925869;IPI00024713;IPI00925148;IPI00927095;IPI00926369"	0
"IPI00021107;IPI00797366"	0
"IPI00791151;IPI00021124;IPI00738016;IPI00789320;IPI00921434"	151370
"IPI00021129;IPI00005793;IPI00910526"	1925600
"IPI00021146;IPI00644341;IPI00647857;IPI00105539;IPI00024021"	0
"IPI00021147;IPI00641596"	0
"IPI00953447;IPI00021156;IPI00410728;IPI00953468"	0
"IPI00021175;IPI00868781;IPI00923566;IPI00910891"	29731
"IPI00021187;IPI00788942;IPI00944937;IPI00796459;IPI00790295"	18606000
"IPI00021199"	181340
"IPI00021248;IPI00455896;IPI00942053"	36912
"IPI00021257;IPI00909529;IPI00908576;IPI00910034"	416740
"IPI00021258;IPI00744919;IPI00910325"	549810
"IPI00021263;IPI00793388;IPI00790689;IPI00789337"	174680000
"IPI00021264"	0
"IPI00021266;IPI00789159;IPI00794894;IPI00176755;IPI00397695;IPI00788093;IPI00787625;IPI00923578;IPI00604435;IPI00293431;IPI00878216"	2747100
"IPI00021267"	0
"IPI00021275;IPI00252979;IPI00219421;IPI00644408"	0
"IPI00021277;IPI00869040"	0
"IPI00021290;IPI00939422"	14478000
"IPI00021292;IPI00218306;IPI00218307;IPI00218309;IPI00218308;IPI00478301;IPI00747844;IPI00471956;IPI00145107;IPI00654551;IPI00218313"	0
"IPI00021302"	0
"IPI00021305;IPI00556112"	0
"IPI00021320;IPI00924881"	703940
"IPI00021326;IPI00643176;IPI00165135;IPI00943132;IPI00643863;IPI00936525;IPI00513796;IPI00647867;IPI00640190;IPI00641285"	0
"IPI00021327;IPI00218070;IPI00792746;IPI00790124"	4170300
"IPI00021329;IPI00792051;IPI00797281"	0
"IPI00021338;IPI00788836;IPI00908638"	0
"IPI00021346;IPI00377011;IPI00926893;IPI00797418;IPI00925368;IPI00921965"	0
"IPI00021347;IPI00909773;IPI00909975"	23102000
"IPI00021369;IPI00794466;IPI00792299"	0
"IPI00021370;IPI00910176;IPI00878126;IPI00019894"	5753600
"IPI00021389"	394480
"IPI00021391;IPI00795714"	0
"IPI00021405;IPI00216953;IPI00644087;IPI00514204;IPI00910241"	25550000
"IPI00021408;IPI00396090"	0
"IPI00021417;IPI00910253;IPI00910504"	1751500
"IPI00021429"	0
"IPI00021431"	0
"IPI00021435;IPI00927053;IPI00879409"	3752900
"IPI00021440;IPI00930226;IPI00790339;IPI00796881;IPI00917457;IPI00917282"	604030000
"IPI00807573;IPI00021448;IPI00295788;IPI00333040"	87238
"IPI00021449;IPI00645189;IPI00012538;IPI00790078"	0
"IPI00021458"	0
"IPI00943886;IPI00943824;IPI00021466;IPI00455339"	0
"IPI00021475"	259940
"IPI00021518;IPI00446284;IPI00549348;IPI00607727;IPI00607674"	0
"IPI00021534"	0
"IPI00021537;IPI00216130;IPI00642693;IPI00937682;IPI00449112"	909120
"IPI00021555"	0
"IPI00021570;IPI00640567;IPI00006362"	10639000
"IPI00021594;IPI00400944;IPI00791388;IPI00789883"	93594
"IPI00021626;IPI00074329;IPI00550442;IPI00929470"	0
"IPI00021634;IPI00793613;IPI00793175;IPI00887742"	60556
"IPI00021685;IPI00789499;IPI00946662"	0
"IPI00021692;IPI00945690;IPI00384261;IPI00946701;IPI00020062;IPI00647219;IPI00219790;IPI00219792;IPI00654643;IPI00946350;IPI00946942"	3144000
"IPI00021700"	33698000
"IPI00021728;IPI00176637;IPI00816442"	7443700
"IPI00021739;IPI00926391"	0
"IPI00021766;IPI00477663;IPI00894213"	0
"IPI00021772;IPI00513876"	0
"IPI00021785"	43339000
"IPI00640525;IPI00641157;IPI00021794;IPI00643801"	1163900
"IPI00021800;IPI00219307;IPI00797075;IPI00219308;IPI00219309;IPI00909164;IPI00219310;IPI00554551"	0
"IPI00021805;IPI00796051;IPI00798081"	16296000
"IPI00021807;IPI00759616;IPI00845473;IPI00930466;IPI00940598;IPI00903033"	657570
"IPI00021808;IPI00908779;IPI00910697;IPI00911023;IPI00940549;IPI00909075"	5109900
"IPI00021812;IPI00555610"	2472100
"IPI00021828"	30642000
"IPI00021831;IPI00789368"	1309100
"IPI00021840;IPI00643522;IPI00640929;IPI00382475"	276650
"IPI00021842;IPI00878953;IPI00879456;IPI00879368"	0
"IPI00021856"	0
"IPI00657670;IPI00021857"	0
"IPI00021887;IPI00883790;IPI00940071;IPI00941523;IPI00921489;IPI00790316;IPI00442739"	0
"IPI00021888;IPI00910147;IPI00790832"	1216200
"IPI00021890"	1861800
"IPI00021907;IPI00943158;IPI00792445;IPI00216474;IPI00216475;IPI00871491;IPI00607642;IPI00789377;IPI00793055;IPI00216477;IPI00216478;IPI00718832"	0
"IPI00926977;IPI00021926;IPI00178056;IPI00878838"	3031400
"IPI00021944"	253890
"IPI00021954"	214450
"IPI00021975"	0
"IPI00021978;IPI00645949"	3535100
"IPI00021983;IPI00375688;IPI00515093;IPI00514877;IPI00514793;IPI00513841;IPI00514580;IPI00514703"	1148400
"IPI00021984;IPI00737228;IPI00910909"	0
"IPI00021985;IPI00885106;IPI00908580;IPI00909581;IPI00445136;IPI00894462;IPI00893914"	1500300
"IPI00021997"	346890
"IPI00022002;IPI00942760;IPI00909159"	121620
"IPI00796864;IPI00641116;IPI00022018;IPI00790317"	5783100
"IPI00022019"	443660
"IPI00022020;IPI00922726"	920670
"IPI00022033"	0
"IPI00022048"	462510
"IPI00022058;IPI00409613"	0
"IPI00022078;IPI00923597;IPI00922016;IPI00796530"	0
"IPI00549434;IPI00658113;IPI00658216;IPI00479741;IPI00658185;IPI00022082;IPI00941473;IPI00787280;IPI00893987;IPI00925967;IPI00927728;IPI00925741"	481680
"IPI00022091;IPI00376312;IPI00376313;IPI00642377;IPI00556646"	0
"IPI00022095;IPI00939120"	0
"IPI00022133"	0
"IPI00022134"	0
"IPI00022143;IPI00902463;IPI00794186"	13733000
"IPI00022145;IPI00910634;IPI00844197"	6778900
"IPI00022156;IPI00788766;IPI00941417;IPI00903000;IPI00217856"	0
"IPI00022164;IPI00339353"	0
"IPI00398749;IPI00022184;IPI00398750;IPI00892704;IPI00892561"	165050
"IPI00022200;IPI00220701;IPI00072917;IPI00072918;IPI00941465;IPI00946286;IPI00871621;IPI00917583;IPI00853061"	0
"IPI00022201;IPI00791876"	0
"IPI00022203;IPI00642882;IPI00844575;IPI00910723"	0
"IPI00022204;IPI00307466;IPI00796012"	0
"IPI00022215"	161870
"IPI00022223;IPI00747307"	0
"IPI00022228;IPI00894047;IPI00893650;IPI00893636;IPI00892548;IPI00892886;IPI00893773;IPI00894070;IPI00893433;IPI00892788;IPI00894200;IPI00893806;IPI00894372;IPI00893626;IPI00941714;IPI00893892;IPI00894089;IPI00893195"	3895400
"IPI00022229;IPI00894122"	0
"IPI00022239"	481140
"IPI00022240;IPI00164885;IPI00848133;IPI00793728;IPI00909212;IPI00890793;IPI00797813"	2076700
"IPI00022246"	0
"IPI00022250"	0
"IPI00022254;IPI00449201;IPI00946557;IPI00792840;IPI00790600"	236820
"IPI00022265;IPI00909940"	11863
"IPI00022275;IPI00924492;IPI00927495;IPI00926992;IPI00927252;IPI00927794;IPI00927452"	411230
"IPI00795922;IPI00022276;IPI00791486;IPI00793268;IPI00796890;IPI00792103;IPI00795057"	1408900
"IPI00022277"	15696000
"IPI00251749;IPI00022282;IPI00759700;IPI00604725;IPI00219946;IPI00759729;IPI00555880;IPI00604604"	0
"IPI00382843;IPI00022284;IPI00797025;IPI00646788;IPI00902623"	0
"IPI00022300;IPI00910039"	444880
"IPI00798193;IPI00022302;IPI00432714"	0
"IPI00022305;IPI00894416;IPI00892775;IPI00892893;IPI00893174;IPI00807524;IPI00893030;IPI00064431;IPI00892766;IPI00892637;IPI00893309"	2031400
"IPI00022314;IPI00847322;IPI00607577;IPI00911015"	5056600
"IPI00022316;IPI00445391"	165140
"IPI00022334"	1674700
"IPI00022340;IPI00792446;IPI00027439"	1160500
"IPI00022344;IPI00644815"	0
"IPI00022348;IPI00922350;IPI00922504;IPI00220453;IPI00739574"	0
"IPI00022373"	75274
"IPI00022386;IPI00917664;IPI00917790;IPI00917937;IPI00916969;IPI00915910"	0
"IPI00022388;IPI00514623"	0
"IPI00022402"	156600
"IPI00022403;IPI00792439;IPI00793491"	0
"IPI00022418;IPI00339223;IPI00855785;IPI00339227;IPI00339228;IPI00855777;IPI00414283;IPI00339319;IPI00339225;IPI00867588;IPI00556632;IPI00922213"	0
"IPI00022420;IPI00480192;IPI00844536"	0
"IPI00022421;IPI00893199;IPI00892592"	8596800
"IPI00022430"	1695600
"IPI00022433;IPI00908768;IPI00910430"	0
"IPI00022434"	0
"IPI00022442"	717240
"IPI00022447"	0
"IPI00022449;IPI00099332"	27323
"IPI00910882;IPI00022450;IPI00927108;IPI00924677;IPI00791293;IPI00927162;IPI00926716;IPI00926310;IPI00925714;IPI00927912"	124640
"IPI00022461;IPI00220137;IPI00220138;IPI00926665"	0
"IPI00022462;IPI00924935;IPI00925384;IPI00790745;IPI00925162;IPI00788798;IPI00790126"	37319000
"IPI00022477"	106300
"IPI00022479;IPI00941901"	43251
"IPI00022482"	0
"IPI00022498;IPI00008752;IPI00413064;CON__P67983;IPI00872408;IPI00457184;IPI00008750"	0
"IPI00022508"	0
"IPI00022520;IPI00220485;IPI00939590"	0
"IPI00022536;IPI00479926;IPI00745931"	0
"IPI00022542;IPI00641659;IPI00644878;IPI00640910;IPI00887279;IPI00645829;IPI00645351;IPI00736729"	45967
"IPI00022543;IPI00478201;IPI00514325;IPI00943022"	86990
"IPI00022558;IPI00760547;IPI00644618;IPI00410607;IPI00893925;IPI00160538;IPI00893201"	0
"IPI00022597"	11185000
"IPI00022602"	0
"IPI00022608"	0
"IPI00022613;IPI00743803"	15375
"IPI00022624"	0
"IPI00022628"	0
"IPI00022640"	0
"IPI00022648;IPI00910936"	5829500
"IPI00022649;IPI00220844;IPI00443898;IPI00914893;IPI00909057;IPI00954529"	620940
"IPI00022661;IPI00215980"	183840
"IPI00022664;IPI00384957"	0
"IPI00022674;IPI00807681"	0
"IPI00022694;IPI00216247;IPI00853509;IPI00853609;IPI00853415"	5112300
"IPI00022697;IPI00794194;IPI00797141;IPI00794224;IPI00556215;IPI00910426;IPI00910508"	0
"IPI00022744;IPI00219994;IPI00910737;IPI00910298;IPI00219762"	21343000
"IPI00022745;IPI00640007;IPI00556625"	364510
"IPI00847321;IPI00022748;IPI00940690;IPI00922630"	1285900
"IPI00022758"	104000
"IPI00022774"	22172000
"IPI00022790"	0
"IPI00022793;IPI00893108;IPI00893995;IPI00893587;IPI00893867;IPI00383695"	7882800
"IPI00022810;IPI00872258;IPI00171323;IPI00872443;IPI00941964"	351670
"IPI00022820;IPI00643006;IPI00643469"	0
"IPI00783931;IPI00022822;IPI00414694;IPI00479309;IPI00796842;IPI00828004"	0
"IPI00022827"	116740
"IPI00022832;IPI00640179"	1549200
"IPI00022865"	0
"IPI00022881;IPI00300446;IPI00922104"	119450
"IPI00022891;IPI00556601"	646210
"IPI00022892;IPI00555577"	0
"IPI00022934;IPI00759573"	0
"IPI00022963;IPI00410388"	0
"IPI00022974"	0
"IPI00022975"	0
"IPI00022977;IPI00908811"	0
"IPI00023001;IPI00945585;IPI00795180;IPI00883706"	15657000
"IPI00023004;IPI00647118"	0
"IPI00023006;IPI00930343;IPI00021428;IPI00922693;IPI00878173;IPI00514530;IPI00916212;IPI00414057"	14443000
"IPI00871279;IPI00023030"	1112300
"IPI00023032"	0
"IPI00023048"	40954000
"IPI00023064"	1198900
"IPI00023080"	269090
"IPI00023086"	417750
"IPI00023087"	6458000
"IPI00023095"	238910
"IPI00023101;IPI00922574;IPI00063902;IPI00926084;IPI00926472"	977090
"IPI00023103;IPI00791929;IPI00927838;IPI00910335;IPI00791897"	0
"IPI00815893;IPI00023109"	0
"IPI00023122;IPI00023560;IPI00478185;IPI00060308;IPI00655883;IPI00030835"	130050
"IPI00216965;IPI00023135;IPI00788709;IPI00909985;IPI00166676;IPI00793112;IPI00795521"	1842600
"IPI00023137;IPI00941838;IPI00477672"	0
"IPI00023138;IPI00790187"	0
"IPI00023161;IPI00798240;IPI00797533;IPI00796428;IPI00797042;IPI00795938"	624190
"IPI00896504;IPI00023162;IPI00867674;IPI00922266;IPI00922314"	0
"IPI00023165"	0
"IPI00023177;IPI00219364;IPI00219363;IPI00952625"	0
"IPI00218501;IPI00023217"	0
"IPI00023234"	7045900
"IPI00023322;IPI00908945"	0
"IPI00023330;IPI00647343;IPI00647895;IPI00939277"	37427
"IPI00023334;IPI00107137"	117130
"IPI00552701;IPI00023343;IPI00647338;IPI00952698"	0
"IPI00023344;IPI00413614;IPI00556574"	1224100
"IPI00023359;IPI00163960"	273500
"IPI00023406"	228910
"IPI00023407;IPI00793989;IPI00794667"	0
"IPI00023409;IPI00074183"	110920
"IPI00759546;IPI00023461;IPI00398718;IPI00216505;IPI00479469;IPI00640210;IPI00552765"	208620
"IPI00023480;IPI00792514;IPI00789443;IPI00930400;IPI00790306"	0
"IPI00023500;IPI00219736;IPI00916933;IPI00916043;IPI00917246"	539090
"IPI00023504;IPI00910170"	0
"IPI00023510;IPI00927674;IPI00924852;IPI00797838;IPI00927292;IPI00927919"	7166900
"IPI00023526"	24735
"IPI00023529;IPI00878174"	0
"IPI00023530;IPI00827700"	363270
"IPI00023540;IPI00791365;IPI00790996;IPI00791167;IPI00791648"	0
"IPI00023542"	21360000
"IPI00023549;IPI00917248;IPI00916507"	0
"IPI00023555;IPI00167053;IPI00162669;IPI00162670;IPI00169299;IPI00169296;IPI00375694;IPI00375695"	0
"IPI00023556;IPI00515037;IPI00073512;IPI00646934"	1164400
"IPI00023591"	0
"IPI00023598;IPI00926685;IPI00909781"	1167600
"IPI00023605;IPI00220243;IPI00879923;IPI00877771"	0
"IPI00023635;IPI00555726;IPI00639910"	0
"IPI00023640;IPI00908931;IPI00654798"	15378000
"IPI00023647;IPI00827491;IPI00828006;IPI00827864"	875490
"IPI00023649;IPI00879170;IPI00879441;IPI00879053"	179450
"IPI00023664;IPI00954503;IPI00909845"	0
"IPI00023673;IPI00902654;IPI00908762;IPI00796246;IPI00794873"	0
"IPI00023704;IPI00793907;IPI00797120;IPI00926532;IPI00927168;IPI00927909;IPI00927466;IPI00927693;IPI00926750;IPI00795660;IPI00924594;IPI00794013"	0
"IPI00023711;IPI00922476"	359720
"IPI00023728"	5670500
"IPI00023729;IPI00909077;IPI00902629"	0
"IPI00797126;IPI00023748;IPI00797259;IPI00909970;IPI00012479"	14434000
"IPI00023785"	0
"IPI00023786"	0
"IPI00023807;IPI00915390;IPI00910938;IPI00926816"	0
"IPI00023814;IPI00556554;IPI00217291;IPI00472011"	0
"IPI00465038;IPI00023824;IPI00927720;IPI00789451"	0
"IPI00023832"	0
"IPI00023845;IPI00554738"	0
"IPI00023860;IPI00789029;IPI00797545;IPI00922322"	22423000
"IPI00023868"	0
"IPI00748304;IPI00023875;IPI00216934;IPI00646591"	0
"IPI00023876;IPI00217208"	331730
"IPI00023919;IPI00745502;IPI00555749;IPI00794839"	2704800
"IPI00023939"	4250500
"IPI00395366;IPI00023942;IPI00936713"	0
"IPI00023958;IPI00893014;IPI00893905;IPI00892560;IPI00893772;IPI00892971;IPI00894392;IPI00892835"	275440
"IPI00023972;IPI00397372;IPI00792829;IPI00792278;IPI00795631"	130570
"IPI00023974;IPI00794805;IPI00911013;IPI00795434"	0
"IPI00023987;IPI00640962;IPI00645349"	1119700
"IPI00024006;IPI00790120;IPI00796832"	123680
"IPI00024007;IPI00219460;IPI00893770;IPI00374721;IPI00395977;IPI00952642;IPI00883637;IPI00909085;IPI00894226;IPI00903223;IPI00376001;IPI00908996;IPI00910951;IPI00893856;IPI00892519;IPI00902929;IPI00893128;IPI00953981"	34540
"IPI00024024;IPI00643565;IPI00845316"	56160
"IPI00024035;IPI00217314"	0
"IPI00024046;IPI00879347;IPI00879357"	0
"IPI00024067;IPI00455383"	17185000
"IPI00024071;IPI00218507;IPI00871163;IPI00902551"	160980
"IPI00024083;IPI00215844;IPI00909751;IPI00028879;IPI00953184"	0
"IPI00024087"	0
"IPI00024095;IPI00745868"	0
"IPI00024097;IPI00216425;IPI00922094;IPI00926201;IPI00945105;IPI00878833"	0
"IPI00024107;IPI00218467;IPI00218468"	0
"IPI00024129;IPI00909547"	8591000
"IPI00024143;IPI00747361;IPI00793524;IPI00792670;IPI00794723;IPI00791584"	330440
"IPI00024153;IPI00788988"	0
"IPI00024157"	29538000
"IPI00024163"	10156
"IPI00024166;IPI00791074"	0
"IPI00024167"	27637
"IPI00916272;IPI00024174;IPI00917093;IPI00619895"	0
"IPI00024175;IPI00218372;IPI00647380;IPI00847750;IPI00154509;IPI00748423;IPI00219950;IPI00646946"	7415700
"IPI00024214;IPI00216552"	0
"IPI00024234"	56911
"IPI00024254"	0
"IPI00024255"	0
"IPI00639812;IPI00024266;IPI00647044"	782860
"IPI00024270"	124540
"IPI00024273;IPI00219353;IPI00385798;IPI00556192;IPI00478139"	0
"IPI00024279;IPI00641437;IPI00552253"	26474
"IPI00024281;IPI00164779;IPI00550676;IPI00385589"	0
"IPI00024282;IPI00790414;IPI00903040;IPI00789827;IPI00394882"	0
"IPI00024283;IPI00303883;IPI00916648"	0
"IPI00024284;IPI00943326;IPI00514485;IPI00513870;IPI00514690;IPI00514355"	0
"IPI00024291;IPI00793228"	411270
"IPI00024299;IPI00939743"	0
"IPI00024305;IPI00922698;IPI00922059;IPI00922049;IPI00954222;IPI00005223;IPI00216093"	183730
"IPI00024307"	0
"IPI00024317;IPI00218112;IPI00911081;IPI00908343;IPI00909645"	1258000
"IPI00024320;IPI00604407"	10641000
"IPI00024348"	0
"IPI00024364;IPI00843876;IPI00908817;IPI00908440;IPI00879855;IPI00880000"	5179900
"IPI00024368;IPI00220239"	0
"IPI00024401;IPI00947195;IPI00946465;IPI00946741"	33251
"IPI00024403;IPI00295469;IPI00059186;IPI00797798"	15794000
