"Protein"	"NCI60_MCF7_iBAQ"
"IPI00005724;IPI00927255;IPI00925884;IPI00924801;IPI00926882;IPI00925235"	0
"IPI00005728;IPI00647194;IPI00154352;IPI00514229"	1138600
"IPI00005737;IPI00641719;IPI00399142;IPI00922295;IPI00922900"	2581200
"IPI00005740;IPI00915313"	3417000
"IPI00005741;IPI00645543;IPI00604745;IPI00478699"	0
"IPI00005745;IPI00432425;IPI00259092"	4793100
"IPI00005751"	1021400
"IPI00005769;IPI00916449"	0
"IPI00005775"	427240
"IPI00005780;IPI00607723;IPI00219856;IPI00924749;IPI00924555"	1689600
"IPI00005791;IPI00643791;IPI00647305;IPI00644246"	84443
"IPI00005792;IPI00414963;IPI00942797;IPI00375983;IPI00854628"	0
"IPI00005809"	0
"IPI00005822;IPI00939517;IPI00019237"	68507
"IPI00005824;IPI00793366"	683030
"IPI00005826;IPI00936596;IPI00741971;IPI00938143;IPI00937577"	0
"IPI00005881;IPI00879650"	0
"IPI00005904"	309380
"IPI00005914"	291800
"IPI00005918;IPI00902445;IPI00418237;IPI00930713;IPI00930327"	0
"IPI00005948;IPI00184525"	95819
"IPI00305185;IPI00005963;IPI00060847;IPI00514955;IPI00874062"	0
"IPI00005966"	5569300
"IPI00005969;IPI00873484"	14008000
"IPI00005978;IPI00796848;IPI00385786;IPI00746575;IPI00902967;IPI00477842;IPI00856075;IPI00894320;IPI00739666"	25172000
"IPI00220232;IPI00005979;IPI00654843;IPI00908922;IPI00892585;IPI00893055;IPI00556659"	324410
"IPI00759481;IPI00005996;IPI00845492;IPI00902434;IPI00759667;IPI00939666"	0
"IPI00006006;IPI00646598"	0
"IPI00006025;IPI00790281;IPI00719256;IPI00791478;IPI00383381;IPI00792661;IPI00793338"	1186800
"IPI00006026;IPI00872509"	249010
"IPI00006029;IPI00220426"	51341
"IPI00006034;IPI00921911"	14280000
"IPI00006050;IPI00885016;IPI00936803;IPI00946727;IPI00946185;IPI00946974"	191360
"IPI00006052"	13089000
"IPI00006071;IPI00395006"	0
"IPI00006072"	0
"IPI00006073;IPI00873177;IPI00759738;IPI00430795"	0
"IPI00006079;IPI00413671;IPI00413672;IPI00413673;IPI00886854;IPI00886987"	36010
"IPI00006092;IPI00879431"	1060300
"IPI00006103"	182900
"IPI00006113"	2006600
"IPI00006114;CON__Q95121;IPI00796279;IPI00790473"	0
"IPI00930437;IPI00006122;IPI00402229;IPI00401163;IPI00515009;IPI00915283;IPI00915443;IPI00218139;IPI00915291;IPI00872345;IPI00930301;IPI00930439"	0
"IPI00006142;IPI00643546;IPI00647957;IPI00641716;IPI00642670"	0
"IPI00006157;IPI00643151;IPI00644714;IPI00642320;IPI00646652;IPI00643588"	0
"IPI00006164;IPI00917171;IPI00917304;IPI00922791"	413850
"IPI00006167;IPI00746326"	6256300
"IPI00006170;IPI00219337;IPI00644275;IPI00785107"	4571.8
"IPI00006176;IPI00939822;IPI00916785"	484250
"IPI00006181;IPI00791086;IPI00903191;IPI00789582;IPI00879735;IPI00879112;IPI00797054;IPI00879261"	1153600
"IPI00006183;IPI00877072;IPI00910037;IPI00102807"	0
"IPI00217965;IPI00006187"	0
"IPI00006196"	1968500
"IPI00006203"	0
"IPI00006205;IPI00946309;IPI00947189"	24626
"IPI00006211;IPI00216174;IPI00443658;IPI00748221"	19692000
"IPI00006213;IPI00795923;IPI00953308;IPI00941597"	0
"IPI00006248"	0
"IPI00006250;IPI00432717;IPI00641331"	0
"IPI00793201;IPI00006252;IPI00910647"	1887200
"IPI00006283;IPI00465168;IPI00922624;IPI00640515;IPI00448764;IPI00641071"	0
"IPI00006298;IPI00917908;IPI00409624;IPI00953709;IPI00917752"	62814
"IPI00796519;IPI00006372;IPI00925059;IPI00925283;IPI00925065;IPI00795371;IPI00792564;IPI00791974;IPI00798288;IPI00794038;IPI00793135"	207600
"IPI00006377"	83637
"IPI00006378;IPI00791902;IPI00745538"	895410
"IPI00006379;IPI00924866;IPI00917530"	251750
"IPI00788932;IPI00006395;IPI00329305"	0
"IPI00006408;IPI00910915"	275390
"IPI00006433;IPI00646250;IPI00640786;IPI00759581"	0
"IPI00446875;IPI00552115;IPI00006438;IPI00942583;IPI00383663;IPI00472099;IPI00853202;IPI00552465;IPI00644136"	920370
"IPI00006440"	439850
"IPI00006443;IPI00645031;IPI00909277"	0
"IPI00006451;IPI00936987;IPI00787942;IPI00938290;IPI00794412;IPI00748065"	1318400
"IPI00006482;IPI00646182;IPI00414005;IPI00744194;IPI00644722;IPI00930085"	15514000
"IPI00006504;IPI00217227;IPI00332950;IPI00747747;IPI00872304;IPI00513887"	0
"IPI00006510"	0
"IPI00006525"	96876
"IPI00006538"	0
"IPI00006547"	0
"IPI00006552;IPI00395777"	313770
"IPI00006558;IPI00022824"	172060
"IPI00006561;IPI00472646"	0
"IPI00006574;IPI00893075;IPI00893895"	0
"IPI00006579;IPI00645361"	48436000
"IPI00006586;IPI00878774;IPI00910152"	865940
"IPI00006592;IPI00794951;IPI00796388;IPI00940503;IPI00922312"	0
"IPI00006606"	0
"IPI00006608;IPI00412924;IPI00412681;IPI00952639;IPI00219187;IPI00914602;IPI00219186;IPI00412568;IPI00219185;IPI00219183;IPI00394658;IPI00909502;IPI00219182"	0
"IPI00006620;IPI00910077;IPI00877723;IPI00942018"	0
"IPI00455329;IPI00006644;IPI00788913"	0
"IPI00465119;IPI00641910;IPI00646639;IPI00006648;IPI00383812;IPI00909744"	0
"IPI00006657;IPI00644650"	647270
"IPI00006658;IPI00941201;IPI00552350;IPI00902638;IPI00553165;IPI00787581"	543930
"IPI00924574;IPI00006662;IPI00927914;IPI00910432;IPI00927707"	0
"IPI00006663;IPI00792207;IPI00795914"	0
"IPI00006666;IPI00789599;IPI00790189;IPI00793490"	47300
"IPI00006672;IPI00644505"	0
"IPI00006674;IPI00251066;IPI00219844;IPI00797470;IPI00219843"	0
"IPI00006675;IPI00908369;IPI00867698"	7434.3
"IPI00006702"	0
"IPI00006713;IPI00166730"	0
"IPI00006715;IPI00903016;IPI00916789;IPI00878979;IPI00918024"	731160
"IPI00386861;IPI00006722"	167140
"IPI00006725;IPI00903057"	437500
"IPI00006726"	0
"IPI00006752;IPI00953210;IPI00927735"	0
"IPI00006754;IPI00910594;IPI00908632"	451520
"IPI00006800;IPI00220640;IPI00844068"	0
"IPI00006817;IPI00892662;IPI00892545;IPI00893843;IPI00893427;IPI00894410;IPI00893192;IPI00893852;IPI00893996;IPI00894521;IPI00894273;IPI00893287;IPI00893612;IPI00893058;IPI00892897;IPI00893754;IPI00894138"	0
"IPI00946817;IPI00335849;IPI00006854;IPI00941704;IPI00946486"	0
"IPI00006863;IPI00794341"	72304
"IPI00006865"	29347000
"IPI00006907;IPI00792426"	824020
"IPI00006932;IPI00216804;IPI00893216"	6950600
"IPI00006935;IPI00946642;IPI00946502;IPI00945644"	0
"IPI00006937"	0
"IPI00006952"	3219200
"IPI00006957;IPI00339238"	563040
"IPI00006970"	0
"IPI00006979;IPI00944550;IPI00946429;IPI00947151;IPI00947056"	4931600
"IPI00006980;IPI00792100"	7721900
"IPI00219938;IPI00006982;IPI00219939"	980170
"IPI00006987;IPI00923556;IPI00911118;IPI00910382"	0
"IPI00007001;IPI00377233;IPI00333848"	0
"IPI00007004"	291950
"IPI00007009"	0
"IPI00007019"	4769200
"IPI00007021"	0
"IPI00007024"	3789700
"IPI00007045;IPI00100044"	153460
"IPI00007047"	0
"IPI00007049"	77588
"IPI00007052"	21125000
"IPI00007058;IPI00908316;IPI00867659"	9383900
"IPI00007060"	4297000
"IPI00007061;IPI00791523;IPI00790482;IPI00792074"	2296300
"IPI00007063"	219470
"IPI00007067;IPI00872817;IPI00874202;IPI00479010;IPI00909760"	0
"IPI00007074"	1923300
"IPI00930710;IPI00007084"	13949000
"IPI00941983;IPI00007087;IPI00844514"	0
"IPI00007096"	1213000
"IPI00007117;IPI00797177;IPI00797920;IPI00789721"	0
"IPI00007118;IPI00926949;IPI00926285"	0
"IPI00007132"	0
"IPI00807339;IPI00007133;IPI00807728;IPI00411553;IPI00916729;IPI00916919;IPI00917209;IPI00917707;IPI00807633;IPI00953139;IPI00936998"	0
"IPI00007138;IPI00220581"	0
"IPI00007144"	72561
"IPI00007146"	140850
"IPI00007148"	135760
"IPI00007155;IPI00328913;IPI00794724;IPI00798357"	244040
"IPI00007163;IPI00942405"	3402400
"IPI00007165"	123540
"IPI00007166"	0
"IPI00007174;IPI00375482;IPI00375483"	174240
"IPI00007175;IPI00020793"	0
"IPI00657689;IPI00102926;IPI00007182;IPI00908527"	0
"IPI00007188"	41912000
"IPI00748567;IPI00007207;IPI00942982;IPI00446007;IPI00640162;IPI00641668"	0
"IPI00007208"	89929
"IPI00236556;IPI00007244"	0
"IPI00947502;IPI00921904;IPI00945117;IPI00007247;IPI00946409;IPI00946553;IPI00946876;IPI00945130;IPI00953454;IPI00945862;IPI00792361;IPI00387103;IPI00946544;IPI00947306;IPI00947356;IPI00947051;IPI00947224"	25701
"IPI00477104;IPI00007248"	0
"IPI00007249"	62098
"IPI00007253;IPI00216617"	0
"IPI00007256"	425780
"IPI00413959;IPI00007257;IPI00644294"	0
"IPI00007277;IPI00789379;IPI00910490;IPI00015103;IPI00925387;IPI00760735;IPI00925568;IPI00793188;IPI00924435;IPI00925984"	0
"IPI00007283;IPI00915935;IPI00917118"	530190
"IPI00007304;IPI00792023;IPI00902655;IPI00926387;IPI00877767"	0
"IPI00007306;IPI00646794"	608570
"IPI00007309;IPI00640747;IPI00787101;IPI00514314;IPI00908999;IPI00939500;IPI00953449;IPI00514206;IPI00910749;IPI00910212;IPI00942613;IPI00645653"	877060
"IPI00007320;IPI00023205;IPI00165075"	646920
"IPI00007321;IPI00939508;IPI00398727;IPI00909991;IPI00797535"	4249400
"IPI00645962;IPI00792503;IPI00791568;IPI00794567;IPI00007327;IPI00746286;IPI00871921;IPI00953606;IPI00217384;IPI00954021;IPI00942301;IPI00871746;IPI00748425;IPI00922555;IPI00874287;IPI00439936;IPI00944980"	0
"IPI00007343"	0
"IPI00007346;IPI00643915;IPI00645020;IPI00644363;IPI00645494"	2771300
"IPI00007364"	9126400
"IPI00007401;IPI00793997"	288500
"IPI00007402"	5823000
"IPI00007404;IPI00479911;IPI00925029;IPI00909500;IPI00924928;IPI00926067;IPI00793782;IPI00925593;IPI00926888;IPI00924785;IPI00925219;IPI00796939;IPI00926490;IPI00926766;IPI00797591;IPI00924557;IPI00925374;IPI00926965"	71829
"IPI00007423;IPI00759824;IPI00647001;IPI00930163;IPI00887411"	88434000
"IPI00007426;IPI00908696;IPI00909717;IPI00945943;IPI00946721;IPI00946450"	1249800
"IPI00007427;IPI00942032;IPI00893607;IPI00952571;IPI00893733;IPI00910250"	4344200
"IPI00007461;IPI00924944;IPI00784443;IPI00848219;IPI00797494"	0
"IPI00007582;IPI00641702;IPI00011460;IPI00640392;IPI00874188;IPI00867647"	0
"IPI00007607;IPI00658171;IPI00658174;IPI00658132;IPI00658141"	612110
"IPI00007611;IPI00789135;IPI00853134;IPI00893479"	71228000
"IPI00007664;IPI00005794;IPI00796411;IPI00910418;IPI00952813;IPI00795393;IPI00797100"	0
"IPI00009211;IPI00007671"	0
"IPI00007672;IPI00019678;IPI00401064"	375050
"IPI00007673;IPI00401259"	11771000
"IPI00007675;IPI00909015;IPI00927867;IPI00796377"	138540
"IPI00007676;IPI00788741"	2046600
"IPI00007682;IPI00946476;IPI00946636;IPI00946288"	827620
"IPI00007691;IPI00910488;IPI00909056;IPI00910760"	43169
"IPI00007694;IPI00412156;IPI00943255;IPI00921280"	1568300
"IPI00007702;IPI00902596"	43625
"IPI00007729;IPI00607836;IPI00953663"	379870
"IPI00007730"	3842900
"IPI00556027;IPI00007731"	109370
"IPI00007750;IPI00794663;IPI00335314;IPI00916823;IPI00797717;IPI00916391;IPI00917863;IPI00942772;IPI00017454"	0
"IPI00007752;IPI00930130;IPI00174849;IPI00939129;IPI00739915;IPI00877930;IPI00908605;IPI00945362"	215440000
"IPI00007755"	12430000
"IPI00007756"	1408100
"IPI00007764;IPI00384857;IPI00917313;IPI00447316;IPI00916337"	18503000
"IPI00007765"	71951000
"IPI00007778;IPI00643023"	0
"IPI00007792;IPI00893214;IPI00011866;IPI00011868;IPI00942261"	0
"IPI00007797;IPI00788781;IPI00869087"	6402700
"IPI00007798"	0
"IPI00007811;IPI00790969;IPI00059926"	1755600
"IPI00007812;IPI00848320;IPI00792597;IPI00925534;IPI00925827"	413190
"IPI00007814;IPI00873237;IPI00789054"	564570
"IPI00007818;IPI00946752;IPI00807384;IPI00946259"	449920
"IPI00444937;IPI00007819;IPI00644084;IPI00645211"	203160
"IPI00007834;IPI00074962;IPI00305279;IPI00895856;IPI00942244;IPI00384928;IPI00953101"	0
"IPI00007853;IPI00871537"	103830
"IPI00007866;IPI00917496;IPI00916958;IPI00917363;IPI00916806;IPI00917089;IPI00917236"	0
"IPI00007909"	4764400
"IPI00007910;IPI00657725"	0
"IPI00007913;IPI00216360;IPI00892802;IPI00903169;IPI00953710;IPI00791808"	0
"IPI00007926;IPI00395835"	19026000
"IPI00007927;IPI00232806"	1791000
"IPI00007928"	1504000
"IPI00007935;IPI00553102;IPI00555593;IPI00552367;IPI00942043;IPI00103146"	0
"IPI00007940;IPI00936931;IPI00879747"	0
"IPI00007941;IPI00180465"	1093600
"IPI00007943;IPI00917973;IPI00917136;IPI00916971"	0
"IPI00007948;IPI00642130"	110860
"IPI00007955;IPI00789219;IPI00394650;IPI00549368;IPI00797647;IPI00785168;IPI00937485"	18153
"IPI00007956;IPI00514375;IPI00909604"	0
"IPI00007961"	384950
"IPI00656136;IPI00007979"	943440
"IPI00008034"	522100
"IPI00008040;IPI00909209"	0
"IPI00008085;IPI00917402;IPI00916454;IPI00916039"	0
"IPI00008137;IPI00797660;IPI00790156;IPI00789661"	0
"IPI00008148;IPI00220291;IPI00921992"	452800
"IPI00008161;IPI00872242"	713720
"IPI00008164;IPI00644282"	282190
"IPI00008167;IPI00787965;IPI00946353;IPI00788784;IPI00789521;IPI00787149;IPI00793333;IPI00944896;IPI00945216;IPI00945384;IPI00790573;IPI00946024"	1842700
"IPI00008177;IPI00939399;IPI00845280;IPI00217850;IPI00952889;IPI00944957;IPI00790686"	0
"IPI00008178;IPI00219895"	0
"IPI00008179;IPI00328142"	730720
"IPI00008200;IPI00155568;IPI00797863"	0
"IPI00008207;IPI00383856;IPI00924917;IPI00470859;IPI00854698;IPI00556490;REV__IPI00884448"	428370
"IPI00008214;IPI00916085"	0
"IPI00008215"	0
"IPI00008219"	1471800
"IPI00008223;IPI00642549;IPI00643078;IPI00479614"	25045000
"IPI00008234;IPI00332396;IPI00555910"	0
"IPI00008240;IPI00910687;IPI00793986;IPI00789865;IPI00792878;IPI00791738;IPI00792289"	664210
"IPI00008247;IPI00788662;IPI00375602;IPI00798336;IPI00793934;IPI00795665;IPI00793126"	0
"IPI00008248;IPI00939488;IPI00915282;IPI00945732"	0
"IPI00008274;IPI00646869;IPI00644589;IPI00641881;IPI00647351;IPI00644109;IPI00646269;IPI00642414;IPI00514858;IPI00954082"	2186800
"IPI00935926;IPI00008278;IPI00903254"	0
"IPI00008290;IPI00215945"	0
"IPI00008303;IPI00513704;IPI00513953;IPI00646462"	0
"IPI00936141;IPI00008304"	0
"IPI00008350;IPI00218129"	0
"IPI00008351;IPI00871605;IPI00940122;IPI00937195;IPI00947501"	447060
"IPI00008380;IPI00815784"	9237500
"IPI00008418;IPI00219865;IPI00148255;IPI00789460;IPI00794003;IPI00924568;IPI00924790;IPI00793399"	6250600
"IPI00008422;IPI00220119"	84964
"IPI00008433;IPI00555941"	4764000
"IPI00008436;IPI00872733"	1789400
"IPI00008438;IPI00749512;IPI00478810;IPI00414852;IPI00025842;IPI00398673;IPI00791589;IPI00816715"	7562200
"IPI00008439"	722780
"IPI00910850;IPI00008445;IPI00642486"	0
"IPI00395337;IPI00658114;IPI00008449;IPI00910500"	46493
"IPI00008454;IPI00927297"	1061500
"IPI00014985;IPI00008465;IPI00719178;IPI00008463;IPI00216262;IPI00008338;IPI00216263;IPI00952645;IPI00216264;IPI00216266;IPI00216265;IPI00216267"	67378
"IPI00008475"	79164
"IPI00102661;IPI00008477"	170120
"IPI00008483"	0
"IPI00008485;IPI00643595;IPI00930318"	0
"IPI00008486;IPI00008307"	0
"IPI00008490;IPI00787456;IPI00937650;IPI00936572"	284630
"IPI00008494;IPI00642425;IPI00910734;IPI00385789"	0
"IPI00008495"	586070
"IPI00008504;IPI00909937"	0
"IPI00008511"	770700
"IPI00008524;IPI00410017;IPI00909378;IPI00796945;IPI00794246;IPI00556259;IPI00790842;IPI00306870;IPI00796139;IPI00938302"	5075300
"IPI00008527"	10743000
"IPI00008528;IPI00946640;IPI00954558;IPI00946127;IPI00945955;IPI00954459;IPI00954497;IPI00954498"	0
"IPI00008529;IPI00412779"	26141000
"IPI00008530;IPI00556485;IPI00791448;IPI00871646;IPI00794884;IPI00793002;IPI00791188;IPI00868999;IPI00797741;IPI00790287;IPI00798371;IPI00940411"	5130100
"IPI00008531"	639610
"IPI00008536"	0
"IPI00008552"	1718500
"IPI00008557"	0
"IPI00008561;IPI00924810;IPI00941021"	0
"IPI00008569;IPI00927850;IPI00909691;IPI00924927"	858250
"IPI00008575;IPI00479209;IPI00385834;IPI00082310"	8616500
"IPI00008579;IPI00645207"	447080
"IPI00008580"	0
"IPI00008599;IPI00643669;IPI00642218"	15004000
"IPI00008603;IPI00025416;IPI00921887;IPI00645534;IPI00917820"	0
"IPI00008613;IPI00218475;IPI00943264"	50447
"IPI00008616;IPI00218550;IPI00911106"	0
"IPI00008669"	0
"IPI00008708;IPI00642046"	0
"IPI00008711"	261790
"IPI00008714"	85564
"IPI00008726"	0
"IPI00008727;IPI00792819;IPI00456749;IPI00028482;IPI00009075;IPI00790579;IPI00796559;IPI00789532"	13644000
"IPI00008728"	2016100
"IPI00852851;IPI00008732;IPI00748784"	0
"IPI00008753"	0
"IPI00645369;IPI00008756;IPI00921479;IPI00074148;IPI00293251;IPI00654639;IPI00015631;IPI00386233;IPI00816328"	0
"IPI00008770;IPI00470739;IPI00644555;IPI00619967;IPI00942091"	0
"IPI00008779;IPI00789530"	0
"IPI00008780"	0
"IPI00008787;IPI00746033;IPI00555656"	1102500
"IPI00008791;IPI00908614"	0
"IPI00008822;IPI00221036"	0
"IPI00643667;IPI00946042;IPI00742875;IPI00008860;IPI00425976;IPI00903313"	0
"IPI00008868"	0
"IPI00008894;IPI00943846;IPI00945057;IPI00945179;IPI00947486"	0
"IPI00008901"	0
"IPI00008918;IPI00796705;IPI00796222;IPI00220466"	0
"IPI00008922;IPI00873794;IPI00871741"	0
"IPI00008934;IPI00945760"	0
"IPI00008943;IPI00939593;IPI00027599;IPI00556368;IPI00556256"	94375
"IPI00008961"	1121600
"IPI00008964;IPI00896425;IPI00374519"	33918000
"IPI00008982"	0
"IPI00008986;IPI00643866;IPI00549477;IPI00910358"	15975000
"IPI00008991"	356710
"IPI00008993;IPI00795721"	0
"IPI00008994;IPI00218109"	0
"IPI00008998;IPI00938044;IPI00787433"	12316000
"IPI00216354;IPI00009008;IPI00789315"	0
"IPI00009009"	3490000
"IPI00009010;IPI00106374"	10404000
"IPI00009032;IPI00916802;IPI00916922;IPI00917205;IPI00917386"	14974000
"IPI00009033;IPI00939837;IPI00001449;IPI00413955"	0
"IPI00009054;IPI00218045;IPI00923496;IPI00014021;IPI00218044;IPI00218042;IPI00218040;IPI00719138"	0
"IPI00009057;IPI00179890"	940090
"IPI00009070;IPI00922255;IPI00550360;IPI00844077;IPI00642426"	0
"IPI00074587;IPI00412643;IPI00009071;IPI00646643;IPI00386662;IPI00645384;IPI00477946"	0
"IPI00444046;IPI00009101;IPI00550342;IPI00925446;IPI00647749"	189430
"IPI00009104;IPI00909925"	11153000
"IPI00009111"	854430
"IPI00009123;IPI00922708;IPI00902923"	1246600
"IPI00009137;IPI00029707;IPI00375469;IPI00927478;IPI00925482;IPI00924476;IPI00925720"	75231
"IPI00009145;IPI00743100;IPI00480193"	140720
"IPI00009146;IPI00788949;IPI00908631;IPI00789545"	0
"IPI00009148"	652090
"IPI00009195;IPI00935899"	0
"IPI00009198;IPI00926923"	0
"IPI00009203;IPI00942419;IPI00908728;IPI00216576;IPI00925576"	0
"IPI00009210"	0
"IPI00009225;IPI00792315;IPI00792772"	477810
"IPI00946150;IPI00009235;IPI00945960;IPI00791847"	4085500
"IPI00009236;IPI00876941;IPI00853146"	0
"IPI00009247"	0
"IPI00009253"	6663000
"IPI00009258;IPI00947460"	0
"IPI00009274"	0
"IPI00009276"	0
"IPI00009286;IPI00218500;IPI00760841;IPI00155551;IPI00902827"	0
"IPI00009294;IPI00893193"	0
"IPI00009301;IPI00916219;IPI00917481;IPI00445209;IPI00917804;IPI00478990;IPI00917140;IPI00916095;IPI00916369;IPI00917012;IPI00916504;IPI00916690;IPI00917467"	113290
"IPI00009302"	0
"IPI00009303;IPI00658131;IPI00658194;IPI00853148;IPI00853345;IPI00644914;IPI00853625;IPI00853561;IPI00852711;IPI00853280;IPI00894289;IPI00894536;IPI00892781"	29207
"IPI00009305;IPI00903190;IPI00922562"	1610100
"IPI00009315"	585160
"IPI00009319;IPI00555978;IPI00218563;IPI00926742;IPI00926287;IPI00793886;IPI00926988;IPI00926500"	0
"IPI00009320;IPI00789737;IPI00031499;IPI00793732;IPI00794374;IPI00791249;IPI00793240;IPI00792584"	1199200
"IPI00009326"	0
"IPI00009328"	5193000
"IPI00009329;IPI00939218;IPI00644301;IPI00645298;IPI00641422;IPI00644833;IPI00872706;IPI00334178;IPI00184813;IPI00376367;IPI00419537;IPI00376374;IPI00645974;IPI00646472;IPI00647445"	0
"IPI00513833;IPI00902513;IPI00009333;IPI00009880;IPI00550346;IPI00640650"	0
"IPI00009334;IPI00941257;IPI00816171"	0
"IPI00009335;IPI00741734;IPI00937343;IPI00794094;IPI00930221"	104130
"IPI00009342"	8676100
"IPI00009346"	556290
"IPI00009350"	0
"IPI00009364;IPI00917448;IPI00794524"	2944500
"IPI00009365"	215500
"IPI00009368"	37136000
"IPI00009374"	1964300
"IPI00009379"	0
"IPI00910937;IPI00009384;IPI00387000"	121050
"IPI00009407"	4934200
"IPI00009410;IPI00892978"	239750
"IPI00009425;IPI00794257;IPI00065460;IPI00645471;IPI00641647;IPI00640168;IPI00644942;IPI00642601;IPI00871459;IPI00643529"	0
"IPI00009439;IPI00791789;IPI00219274"	0
"IPI00009444;IPI00873328;IPI00472168;IPI00796313;IPI00790114;IPI00375343"	0
"IPI00009448;IPI00896490;IPI00745378;IPI00643839"	0
"IPI00009450;IPI00745190;IPI00220142;IPI00479376"	370700
"IPI00009456;IPI00552302;IPI00647259;IPI00552444"	0
"IPI00009464;IPI00220336"	57777
"IPI00009471;IPI00447116"	139460
"IPI00009477;IPI00790846"	0
"IPI00009480;IPI00916030;IPI00916489;IPI00377080;IPI00915801;IPI00872083;IPI00916216"	3343000
"IPI00009504"	0
"IPI00009505;IPI00216631"	126790
"IPI00009532"	2122500
"IPI00009540;IPI00183015;IPI00941629"	144370
"IPI00009542;IPI00337823;IPI00477809;IPI00941467;IPI00549529;IPI00910881;IPI00909974;IPI00910470;IPI00029683;IPI00791934;IPI00909765;IPI00645649;IPI00927381;IPI00828043;IPI00788795;IPI00925538"	253910
"IPI00009544;IPI00908957;IPI00552562"	0
"IPI00009607"	1182400
"IPI00009619;IPI00166048;IPI00383615"	0
"IPI00009629;IPI00012620"	0
"IPI00216275;IPI00009631;IPI00216273;IPI00216274;IPI00795122"	0
"IPI00926023;IPI00009633;IPI00376211;IPI00927233;IPI00925357;IPI00385297;IPI00927578"	0
"IPI00009634;IPI00790715"	0
"IPI00009654;IPI00796825"	752020
"IPI00009659;IPI00797536"	4083400
"IPI00009668"	0
"IPI00009680"	33630
"IPI00009688;IPI00908895;IPI00553149"	57850
"IPI00009694"	0
"IPI00009703;IPI00240510;IPI00012162;IPI00030676"	0
"IPI00009713;IPI00909150;IPI00299069;IPI00007874;IPI00020428;IPI00386303"	0
"IPI00009725;IPI00647946;IPI00646828"	0
"IPI00009726;IPI00515090"	257210
"IPI00009737;IPI00478668"	0
"IPI00009747;IPI00923506;IPI00923487;IPI00792647;IPI00791839"	909650
"IPI00009750"	0
"IPI00009755;IPI00909630;IPI00328636;IPI00908862"	121590
"IPI00009771;IPI00879819"	2827800
"IPI00009772;IPI00746666;IPI00396263;IPI00939527"	0
"IPI00798409;IPI00009775;IPI00908783"	0
"IPI00009790;IPI00643196;IPI00642664;IPI00639981;IPI00552290;IPI00645848;IPI00646468;IPI00552617"	14080000
"IPI00009791;IPI00219296;IPI00219297;IPI00219293;IPI00219294;IPI00219295;IPI00827630;IPI00642992"	0
