Gene stable ID,Gene name,HGNC ID,UniProtKB/Swiss-Prot ID
ENSG00000182771,GRID1,HGNC:4575,
ENSG00000186577,SMIM29,HGNC:1340,
ENSG00000144857,BOC,HGNC:17173,
ENSG00000134769,DTNA,HGNC:3057,Q9Y4J8
ENSG00000256574,OR13A1,HGNC:14772,Q8NGR1
ENSG00000106633,GCK,HGNC:4195,
ENSG00000276016,ABR,HGNC:81,Q12979
ENSG00000183337,BCOR,HGNC:20893,Q6W2J9
ENSG00000103995,CEP152,HGNC:29298,O94986
ENSG00000012211,PRICKLE3,HGNC:6645,O43900
ENSG00000130699,TAF4,HGNC:11537,O00268
ENSG00000186577,SMIM29,HGNC:1340,Q86T20
ENSG00000185962,LCE3A,HGNC:29461,Q5TA76
ENSG00000143970,ASXL2,HGNC:23805,Q76L83
ENSG00000104267,CA2,HGNC:1373,P00918
ENSG00000144857,BOC,HGNC:17173,Q9BWV1
ENSG00000104267,CA2,HGNC:1373,
ENSG00000158825,CDA,HGNC:1712,P32320
ENSG00000010256,UQCRC1,HGNC:12585,P31930
ENSG00000187223,LCE2D,HGNC:16518,Q5TA82
ENSG00000122643,NT5C3A,HGNC:17820,
ENSG00000134757,DSG3,HGNC:3050,P32926
ENSG00000162688,AGL,HGNC:321,
ENSG00000143970,ASXL2,HGNC:23805,
ENSG00000187180,LCE2C,HGNC:29460,Q5TA81
ENSG00000010256,UQCRC1,HGNC:12585,
ENSG00000270800,RPS10-NUDT3,HGNC:49181,
ENSG00000122643,NT5C3A,HGNC:17820,Q9H0P0
ENSG00000278501,TIMM22,HGNC:17317,Q9Y584
ENSG00000115459,ELMOD3,HGNC:26158,Q96FG2
ENSG00000206530,CFAP44,HGNC:25631,
ENSG00000025434,NR1H3,HGNC:7966,Q13133
ENSG00000025434,NR1H3,HGNC:7966,
ENSG00000198743,SLC5A3,HGNC:11038,P53794
ENSG00000233345,MSH5,HGNC:7328,
ENSG00000186867,QRFPR,HGNC:15565,
ENSG00000104325,DECR1,HGNC:2753,
ENSG00000142765,SYTL1,HGNC:15584,
ENSG00000142765,SYTL1,HGNC:15584,Q8IYJ3
ENSG00000186867,QRFPR,HGNC:15565,Q96P65
ENSG00000163141,BNIPL,HGNC:16976,Q7Z465
ENSG00000188120,DAZ1,HGNC:2682,Q9NQZ3
ENSG00000243927,MRPS6,HGNC:14051,P82932
ENSG00000152894,PTPRK,HGNC:9674,Q15262
ENSG00000166780,C16orf45,HGNC:19213,Q96MC5
ENSG00000188626,GOLGA8M,HGNC:44404,H3BSY2
ENSG00000166780,C16orf45,HGNC:19213,
ENSG00000084093,REST,HGNC:9966,Q13127
ENSG00000188120,DAZ1,HGNC:2682,
ENSG00000163141,BNIPL,HGNC:16976,
ENSG00000206530,CFAP44,HGNC:25631,Q96MT7
ENSG00000130638,ATXN10,HGNC:10549,Q9UBB4
ENSG00000084093,REST,HGNC:9966,
ENSG00000183729,NPBWR1,HGNC:4522,P48145
ENSG00000152894,PTPRK,HGNC:9674,
ENSG00000165186,PTCHD1,HGNC:26392,Q96NR3
ENSG00000214046,SMIM7,HGNC:28419,
ENSG00000137221,TJAP1,HGNC:17949,
ENSG00000227861,SAPCD1,HGNC:13938,
ENSG00000165186,PTCHD1,HGNC:26392,
ENSG00000130638,ATXN10,HGNC:10549,
ENSG00000261130,AC140504.1,,
ENSG00000179593,ALOX15B,HGNC:434,O15296
ENSG00000227861,SAPCD1,HGNC:13938,Q5SSQ6
ENSG00000179593,ALOX15B,HGNC:434,
ENSG00000147059,SPIN2A,HGNC:20694,Q99865
ENSG00000106633,GCK,HGNC:4195,P35557
ENSG00000284681,AC007240.1,,
ENSG00000228977,OR2W1,HGNC:8281,Q9Y3N9
ENSG00000147059,SPIN2A,HGNC:20694,
ENSG00000082074,FYB1,HGNC:4036,O15117
ENSG00000137393,RNF144B,HGNC:21578,Q7Z419
ENSG00000196507,TCEAL3,HGNC:28247,Q969E4
ENSG00000083444,PLOD1,HGNC:9081,
ENSG00000163453,IGFBP7,HGNC:5476,Q16270
ENSG00000206557,TRIM71,HGNC:32669,Q2Q1W2
ENSG00000123384,LRP1,HGNC:6692,
ENSG00000082074,FYB1,HGNC:4036,
ENSG00000123143,PKN1,HGNC:9405,Q16512
ENSG00000233687,OR2B3,HGNC:8238,O76000
ENSG00000118997,DNAH7,HGNC:18661,Q8WXX0
ENSG00000172465,TCEAL1,HGNC:11616,Q15170
ENSG00000042445,RETSAT,HGNC:25991,
ENSG00000047315,POLR2B,HGNC:9188,
ENSG00000067840,PDZD4,HGNC:21167,Q76G19
ENSG00000171596,NMUR1,HGNC:4518,Q9HB89
ENSG00000104325,DECR1,HGNC:2753,Q16698
ENSG00000277042,LYZL6,HGNC:29614,O75951
ENSG00000167220,HDHD2,HGNC:25364,Q9H0R4
ENSG00000206394,CLIC1,HGNC:2062,O00299
ENSG00000152093,CFC1B,HGNC:33983,P0CG36
ENSG00000277042,LYZL6,HGNC:29614,
ENSG00000042445,RETSAT,HGNC:25991,Q6NUM9
ENSG00000152093,CFC1B,HGNC:33983,
ENSG00000146360,GPR6,HGNC:4515,P46095
ENSG00000266442,MSH5-SAPCD1,HGNC:41994,
ENSG00000183813,CCR4,HGNC:1605,P51679
ENSG00000169777,TAS2R1,HGNC:14909,Q9NYW7
ENSG00000197008,ZNF138,HGNC:12922,
ENSG00000137221,TJAP1,HGNC:17949,Q5JTD0
ENSG00000169777,TAS2R1,HGNC:14909,
ENSG00000158806,NPM2,HGNC:7930,
ENSG00000198521,ZNF43,HGNC:13109,P17038
ENSG00000167968,DNASE1L2,HGNC:2958,Q92874
ENSG00000226931,OR2J1,HGNC:8259,Q9GZK6
ENSG00000230855,OR2J3,HGNC:8261,
ENSG00000067840,PDZD4,HGNC:21167,
ENSG00000197008,ZNF138,HGNC:12922,P52744
ENSG00000234951,SAPCD1,HGNC:13938,
ENSG00000167220,HDHD2,HGNC:25364,
ENSG00000234951,SAPCD1,HGNC:13938,Q5SSQ6
ENSG00000198521,ZNF43,HGNC:13109,
ENSG00000100206,DMC1,HGNC:2927,Q14565
ENSG00000167968,DNASE1L2,HGNC:2958,
ENSG00000100206,DMC1,HGNC:2927,
ENSG00000196247,ZNF107,HGNC:12887,
ENSG00000278046,LILRA3,HGNC:6604,Q8N6C8
ENSG00000112333,NR2E1,HGNC:7973,Q9Y466
ENSG00000196247,ZNF107,HGNC:12887,Q9UII5
ENSG00000140519,RHCG,HGNC:18140,
ENSG00000214046,SMIM7,HGNC:28419,Q9BQ49
ENSG00000134049,IER3IP1,HGNC:18550,Q9Y5U9
ENSG00000163145,C1QTNF7,HGNC:14342,
ENSG00000012779,ALOX5,HGNC:435,P09917
ENSG00000134049,IER3IP1,HGNC:18550,
ENSG00000278046,LILRA3,HGNC:6604,
ENSG00000163145,C1QTNF7,HGNC:14342,Q9BXJ2
ENSG00000267228,AC012254.2,,
ENSG00000112333,NR2E1,HGNC:7973,
ENSG00000127863,TNFRSF19,HGNC:11915,Q9NS68
ENSG00000118997,DNAH7,HGNC:18661,
ENSG00000158806,NPM2,HGNC:7930,Q86SE8
ENSG00000142700,DMRTA2,HGNC:13908,Q96SC8
ENSG00000140519,RHCG,HGNC:18140,Q9UBD6
ENSG00000107897,ACBD5,HGNC:23338,Q5T8D3
ENSG00000081479,LRP2,HGNC:6694,P98164
ENSG00000081479,LRP2,HGNC:6694,
ENSG00000196231,OR2J2,HGNC:8260,O76002
ENSG00000107897,ACBD5,HGNC:23338,
ENSG00000231325,LY6G5C,HGNC:13932,Q5SRR4
ENSG00000166783,MARF1,HGNC:29562,Q9Y4F3
ENSG00000153786,ZDHHC7,HGNC:18459,Q9NXF8
ENSG00000166783,MARF1,HGNC:29562,
ENSG00000231325,LY6G5C,HGNC:13932,
ENSG00000171848,RRM2,HGNC:10452,
ENSG00000012779,ALOX5,HGNC:435,
ENSG00000206395,DDAH2,HGNC:2716,
ENSG00000132613,MTSS1L,HGNC:25094,Q765P7
ENSG00000132613,MTSS1L,HGNC:25094,
ENSG00000171848,RRM2,HGNC:10452,P31350
ENSG00000275404,LILRA5,HGNC:16309,A6NI73
ENSG00000153786,ZDHHC7,HGNC:18459,
ENSG00000122420,PTGFR,HGNC:9600,P43088
ENSG00000115875,SRSF7,HGNC:10789,Q16629
ENSG00000227314,MSH5,HGNC:7328,
ENSG00000122420,PTGFR,HGNC:9600,
ENSG00000135390,ATP5G2,HGNC:842,Q06055
ENSG00000165886,UBTD1,HGNC:25683,Q9HAC8
ENSG00000184761,AC013269.1,,
ENSG00000206395,DDAH2,HGNC:2716,O95865
ENSG00000083444,PLOD1,HGNC:9081,Q02809
ENSG00000278224,PRICKLE4,HGNC:16805,Q2TBC4
ENSG00000156968,MPV17L,HGNC:26827,Q2QL34
ENSG00000173208,ABCD2,HGNC:66,Q9UBJ2
ENSG00000188162,OTOG,HGNC:8516,
ENSG00000274185,LILRA4,HGNC:15503,P59901
ENSG00000278224,PRICKLE4,HGNC:16805,
ENSG00000237071,TRIM27,HGNC:9975,P14373
ENSG00000156968,MPV17L,HGNC:26827,
ENSG00000183292,TISP43,,
ENSG00000273993,PTPRK,HGNC:9674,Q15262
ENSG00000237071,TRIM27,HGNC:9975,
ENSG00000250510,GPR162,HGNC:16693,Q16538
ENSG00000188162,OTOG,HGNC:8516,Q6ZRI0
ENSG00000160321,ZNF208,HGNC:12999,
ENSG00000135390,ATP5G2,HGNC:842,
ENSG00000047315,POLR2B,HGNC:9188,P30876
ENSG00000104320,NBN,HGNC:7652,O60934
ENSG00000179477,ALOX12B,HGNC:430,O75342
ENSG00000160321,ZNF208,HGNC:12999,O43345
ENSG00000205339,IPO7,HGNC:9852,O95373
ENSG00000123131,PRDX4,HGNC:17169,
ENSG00000205339,IPO7,HGNC:9852,
ENSG00000115875,SRSF7,HGNC:10789,
ENSG00000250510,GPR162,HGNC:16693,
ENSG00000164663,USP49,HGNC:20078,Q70CQ1
ENSG00000164663,USP49,HGNC:20078,
ENSG00000273993,PTPRK,HGNC:9674,
ENSG00000171124,FUT3,HGNC:4014,P21217
ENSG00000101350,KIF3B,HGNC:6320,O15066
ENSG00000133742,CA1,HGNC:1368,P00915
ENSG00000172201,ID4,HGNC:5363,P47928
ENSG00000164182,NDUFAF2,HGNC:28086,Q8N183
ENSG00000164182,NDUFAF2,HGNC:28086,
ENSG00000123131,PRDX4,HGNC:17169,Q13162
ENSG00000092531,SNAP23,HGNC:11131,
ENSG00000140274,DUOXA2,HGNC:32698,Q1HG44
ENSG00000133742,CA1,HGNC:1368,
ENSG00000214736,TOMM6,HGNC:34528,Q96B49
ENSG00000112335,SNX3,HGNC:11174,O60493
ENSG00000171124,FUT3,HGNC:4014,
ENSG00000123384,LRP1,HGNC:6692,Q07954
ENSG00000105072,C19orf44,HGNC:26141,Q9H6X5
ENSG00000104320,NBN,HGNC:7652,
ENSG00000275095,CCL16,HGNC:10614,
ENSG00000147121,KRBOX4,HGNC:26007,Q5JUW0
ENSG00000122257,RBBP6,HGNC:9889,
ENSG00000105072,C19orf44,HGNC:26141,
ENSG00000124593,AL365205.1,,
ENSG00000102886,GDPD3,HGNC:28638,Q7L5L3
ENSG00000083857,FAT1,HGNC:3595,Q14517
ENSG00000275095,CCL16,HGNC:10614,O15467
ENSG00000102886,GDPD3,HGNC:28638,
ENSG00000147121,KRBOX4,HGNC:26007,
ENSG00000173702,MUC13,HGNC:7511,Q9H3R2
ENSG00000083857,FAT1,HGNC:3595,
ENSG00000173702,MUC13,HGNC:7511,
ENSG00000140465,CYP1A1,HGNC:2595,P04798
ENSG00000137218,FRS3,HGNC:16970,O43559
ENSG00000105085,MED26,HGNC:2376,O95402
ENSG00000137218,FRS3,HGNC:16970,
ENSG00000029534,ANK1,HGNC:492,P16157
ENSG00000176697,BDNF,HGNC:1033,P23560
ENSG00000105085,MED26,HGNC:2376,
ENSG00000141252,VPS53,HGNC:25608,Q5VIR6
ENSG00000263141,PAXBP1,HGNC:13579,Q9Y5B6
ENSG00000092531,SNAP23,HGNC:11131,O00161
ENSG00000140465,CYP1A1,HGNC:2595,
ENSG00000261649,GOLGA6L7P,HGNC:37442,
ENSG00000084092,NOA1,HGNC:28473,Q8NC60
ENSG00000140279,DUOX2,HGNC:13273,
ENSG00000151789,ZNF385D,HGNC:26191,Q9H6B1
ENSG00000109445,ZNF330,HGNC:15462,Q9Y3S2
ENSG00000170265,ZNF282,HGNC:13076,Q9UDV7
ENSG00000109445,ZNF330,HGNC:15462,
ENSG00000283361,AL160396.2,,
ENSG00000176697,BDNF,HGNC:1033,
ENSG00000182149,IST1,HGNC:28977,
ENSG00000140279,DUOX2,HGNC:13273,Q9NRD8
ENSG00000151789,ZNF385D,HGNC:26191,
ENSG00000137449,CPEB2,HGNC:21745,Q7Z5Q1
ENSG00000268790,AC008764.4,,
ENSG00000153956,CACNA2D1,HGNC:1399,P54289
ENSG00000029534,ANK1,HGNC:492,
ENSG00000184575,XPOT,HGNC:12826,O43592
ENSG00000153956,CACNA2D1,HGNC:1399,
ENSG00000184575,XPOT,HGNC:12826,
ENSG00000137449,CPEB2,HGNC:21745,
ENSG00000176635,HORMAD2,HGNC:28383,Q8N7B1
ENSG00000180979,LRRC57,HGNC:26719,Q8N9N7
ENSG00000068024,HDAC4,HGNC:14063,P56524
ENSG00000176635,HORMAD2,HGNC:28383,
ENSG00000122257,RBBP6,HGNC:9889,Q7Z6E9
ENSG00000123496,IL13RA2,HGNC:5975,Q14627
ENSG00000182372,CLN8,HGNC:2079,
ENSG00000159455,LCE2B,HGNC:16610,O14633
ENSG00000198952,SMG5,HGNC:24644,Q9UPR3
ENSG00000112459,OR14J1,HGNC:13971,Q9UGF5
ENSG00000180979,LRRC57,HGNC:26719,
ENSG00000172009,THOP1,HGNC:11793,P52888
ENSG00000187173,LCE2A,HGNC:29469,Q5TA79
ENSG00000172009,THOP1,HGNC:11793,
ENSG00000138606,SHF,HGNC:25116,
ENSG00000187170,LCE4A,HGNC:16613,Q5TA78
ENSG00000204692,OR12D3,HGNC:13963,Q9UGF7
ENSG00000172689,MS4A10,HGNC:13368,Q96PG2
ENSG00000174886,NDUFA11,HGNC:20371,Q86Y39
ENSG00000174886,NDUFA11,HGNC:20371,
ENSG00000089234,BRAP,HGNC:1099,Q7Z569
ENSG00000206472,OR11A1,HGNC:8176,Q9GZK7
ENSG00000198854,C1orf68,HGNC:29468,Q5T750
ENSG00000171103,TRMT61B,HGNC:26070,
ENSG00000089234,BRAP,HGNC:1099,
ENSG00000204690,OR12D2,HGNC:8178,P58182
ENSG00000281385,AP2A2,HGNC:562,
ENSG00000167967,E4F1,HGNC:3121,Q66K89
ENSG00000204689,OR10C1,HGNC:8165,Q96KK4
ENSG00000203786,KPRP,HGNC:31823,Q5T749
ENSG00000130383,FUT5,HGNC:4016,
ENSG00000182372,CLN8,HGNC:2079,Q9UBY8
ENSG00000204689,OR10C1,HGNC:8165,
ENSG00000130383,FUT5,HGNC:4016,Q11128
ENSG00000158828,PINK1,HGNC:14581,Q9BXM7
ENSG00000138606,SHF,HGNC:25116,Q7M4L6
ENSG00000112461,OR5V1,HGNC:13972,Q9UGF6
ENSG00000179163,FUCA1,HGNC:4006,P04066
ENSG00000123562,MORF4L2,HGNC:16849,Q15014
ENSG00000110104,CCDC86,HGNC:28359,Q9H6F5
ENSG00000240386,LCE1F,HGNC:29467,Q5T754
ENSG00000110811,P3H3,HGNC:19318,Q8IVL6
ENSG00000141252,VPS53,HGNC:25608,
ENSG00000167967,E4F1,HGNC:3121,
ENSG00000188822,CNR2,HGNC:2160,P34972
ENSG00000214114,MYCBP,HGNC:7554,Q99417
ENSG00000110104,CCDC86,HGNC:28359,
ENSG00000267740,AC024592.3,,
ENSG00000214114,MYCBP,HGNC:7554,
ENSG00000171103,TRMT61B,HGNC:26070,Q9BVS5
ENSG00000095637,SORBS1,HGNC:14565,Q9BX66
ENSG00000136243,NUPL2,HGNC:17010,O15504
ENSG00000123562,MORF4L2,HGNC:16849,
ENSG00000224940,PRRT4,HGNC:37280,C9JH25
ENSG00000079387,SENP1,HGNC:17927,
ENSG00000183134,PTGDR2,HGNC:4502,Q9Y5Y4
ENSG00000224940,PRRT4,HGNC:37280,
ENSG00000132881,RSG1,HGNC:28127,Q9BU20
ENSG00000274944,AL139260.3,,
ENSG00000197586,ENTPD6,HGNC:3368,O75354
ENSG00000132881,RSG1,HGNC:28127,
ENSG00000095637,SORBS1,HGNC:14565,
ENSG00000131233,GJA9,HGNC:19155,P57773
ENSG00000188859,FAM78B,HGNC:13495,
ENSG00000188859,FAM78B,HGNC:13495,Q5VT40
ENSG00000117523,PRRC2C,HGNC:24903,
ENSG00000117523,PRRC2C,HGNC:24903,Q9Y520
ENSG00000158315,RHBDL2,HGNC:16083,Q9NX52
ENSG00000244038,DDOST,HGNC:2728,
ENSG00000244038,DDOST,HGNC:2728,P39656
ENSG00000136243,NUPL2,HGNC:17010,
ENSG00000143387,CTSK,HGNC:2536,P43235
ENSG00000184634,MED12,HGNC:11957,Q93074
ENSG00000124116,WFDC3,HGNC:15957,
ENSG00000143387,CTSK,HGNC:2536,
ENSG00000275594,ADAM32,HGNC:15479,
ENSG00000102302,FGD1,HGNC:3663,P98174
ENSG00000079387,SENP1,HGNC:17927,Q9P0U3
ENSG00000124116,WFDC3,HGNC:15957,Q8IUB2
ENSG00000197586,ENTPD6,HGNC:3368,
ENSG00000227314,MSH5,HGNC:7328,O43196
ENSG00000089225,TBX5,HGNC:11604,Q99593
ENSG00000184634,MED12,HGNC:11957,
ENSG00000116954,RRAGC,HGNC:19902,Q9HB90
ENSG00000156564,LRFN2,HGNC:21226,Q9ULH4
ENSG00000163806,SPDYA,HGNC:30613,Q5MJ70
ENSG00000185950,IRS2,HGNC:6126,Q9Y4H2
ENSG00000158526,TSR2,HGNC:25455,Q969E8
ENSG00000127124,HIVEP3,HGNC:13561,Q5T1R4
ENSG00000149506,ZP1,HGNC:13187,P60852
ENSG00000274935,LILRA1,HGNC:6602,
ENSG00000149506,ZP1,HGNC:13187,
ENSG00000163806,SPDYA,HGNC:30613,
ENSG00000189266,PNRC2,HGNC:23158,
ENSG00000068024,HDAC4,HGNC:14063,
ENSG00000189266,PNRC2,HGNC:23158,Q9NPJ4
ENSG00000230467,RNF39,HGNC:18064,Q9H2S5
ENSG00000123908,AGO2,HGNC:3263,Q9UKV8
ENSG00000274935,LILRA1,HGNC:6602,O75019
ENSG00000230467,RNF39,HGNC:18064,
ENSG00000186226,LCE1E,HGNC:29466,Q5T753
ENSG00000144730,IL17RD,HGNC:17616,Q8NFM7
ENSG00000213639,PPP1CB,HGNC:9282,
ENSG00000123908,AGO2,HGNC:3263,
ENSG00000186226,LCE1E,HGNC:29466,
ENSG00000178257,PRM3,HGNC:13732,Q9NNZ6
ENSG00000103449,SALL1,HGNC:10524,Q9NSC2
ENSG00000204839,MROH6,HGNC:27814,A6NGR9
ENSG00000103449,SALL1,HGNC:10524,
ENSG00000082556,OPRK1,HGNC:8154,P41145
ENSG00000082556,OPRK1,HGNC:8154,
ENSG00000126903,SLC10A3,HGNC:22979,P09131
ENSG00000134216,CHIA,HGNC:17432,
ENSG00000172155,LCE1D,HGNC:29465,Q5T752
ENSG00000178279,TNP2,HGNC:11952,Q05952
ENSG00000237829,PPP1R11,HGNC:9285,
ENSG00000112214,FHL5,HGNC:17371,
ENSG00000197084,LCE1C,HGNC:29464,Q5T751
ENSG00000126903,SLC10A3,HGNC:22979,
ENSG00000175643,RMI2,HGNC:28349,Q96E14
ENSG00000151773,CCDC122,HGNC:26478,Q5T0U0
ENSG00000197084,LCE1C,HGNC:29464,
ENSG00000213639,PPP1CB,HGNC:9282,P62140
ENSG00000237829,PPP1R11,HGNC:9285,O60927
ENSG00000151773,CCDC122,HGNC:26478,
ENSG00000112214,FHL5,HGNC:17371,Q5TD97
ENSG00000128923,MINDY2,HGNC:26954,
ENSG00000175643,RMI2,HGNC:28349,
ENSG00000166407,LMO1,HGNC:6641,P25800
ENSG00000281883,AL512506.3,,
ENSG00000104728,ARHGEF10,HGNC:14103,O15013
ENSG00000179630,LACC1,HGNC:26789,
ENSG00000223802,CERS1,HGNC:14253,P27544
ENSG00000134216,CHIA,HGNC:17432,Q9BZP6
ENSG00000204839,MROH6,HGNC:27814,
ENSG00000166407,LMO1,HGNC:6641,
ENSG00000175646,PRM1,HGNC:9447,P04553
ENSG00000132359,RAP1GAP2,HGNC:29176,
ENSG00000132359,RAP1GAP2,HGNC:29176,Q684P5
ENSG00000185338,SOCS1,HGNC:19383,O15524
ENSG00000179630,LACC1,HGNC:26789,Q8IV20
ENSG00000223802,CERS1,HGNC:14253,
ENSG00000125844,RRBP1,HGNC:10448,
ENSG00000128923,MINDY2,HGNC:26954,Q8NBR6
ENSG00000164610,RP9,HGNC:10288,Q8TA86
ENSG00000164610,RP9,HGNC:10288,
ENSG00000122304,PRM2,HGNC:9448,P04554
ENSG00000104728,ARHGEF10,HGNC:14103,
ENSG00000062650,WAPL,HGNC:23293,Q7Z5K2
ENSG00000062650,WAPL,HGNC:23293,
ENSG00000044012,GUCA2B,HGNC:4683,Q16661
ENSG00000182149,IST1,HGNC:28977,P53990
ENSG00000005175,RPAP3,HGNC:26151,Q9H6T3
ENSG00000186998,EMID1,HGNC:18036,Q96A84
ENSG00000283239,KBTBD11-OT1,,
ENSG00000263022,KRT37,HGNC:6455,O76014
ENSG00000186998,EMID1,HGNC:18036,
ENSG00000185130,HIST1H2BL,HGNC:4748,Q99880
ENSG00000130283,GDF1,HGNC:4214,P27539
ENSG00000197273,GUCA2A,HGNC:4682,Q02747
ENSG00000144730,IL17RD,HGNC:17616,
ENSG00000162783,IER5,HGNC:5393,Q5VY09
ENSG00000138434,SSFA2,HGNC:11319,P28290
ENSG00000184160,ADRA2C,HGNC:283,
ENSG00000184160,ADRA2C,HGNC:283,P18825
ENSG00000084731,KIF3C,HGNC:6321,O14782
ENSG00000138434,SSFA2,HGNC:11319,
ENSG00000262938,C21orf62,HGNC:1305,Q9NYP8
ENSG00000084731,KIF3C,HGNC:6321,
ENSG00000262938,C21orf62,HGNC:1305,
ENSG00000159197,KCNE2,HGNC:6242,Q9Y6J6
ENSG00000053438,NNAT,HGNC:7860,Q16517
ENSG00000283980,GNG14,HGNC:53439,
ENSG00000171877,FRMD5,HGNC:28214,Q7Z6J6
ENSG00000171877,FRMD5,HGNC:28214,
ENSG00000132004,FBXW9,HGNC:28136,
ENSG00000103043,VAC14,HGNC:25507,
ENSG00000140254,DUOXA1,HGNC:26507,Q1HG43
ENSG00000166619,BLCAP,HGNC:1055,P62952
ENSG00000124701,APOBEC2,HGNC:605,Q9Y235
ENSG00000275594,ADAM32,HGNC:15479,Q8TC27
ENSG00000140254,DUOXA1,HGNC:26507,
ENSG00000132004,FBXW9,HGNC:28136,Q5XUX1
ENSG00000100330,MTMR3,HGNC:7451,Q13615
ENSG00000100330,MTMR3,HGNC:7451,
ENSG00000166619,BLCAP,HGNC:1055,
ENSG00000112212,TSPO2,HGNC:21256,Q5TGU0
ENSG00000171234,UGT2B7,HGNC:12554,
ENSG00000163017,ACTG2,HGNC:145,
ENSG00000115421,PAPOLG,HGNC:14982,Q9BWT3
ENSG00000164543,STK17A,HGNC:11395,Q9UEE5
ENSG00000163472,TMEM79,HGNC:28196,Q9BSE2
ENSG00000117148,ACTL8,HGNC:24018,Q9H568
ENSG00000163472,TMEM79,HGNC:28196,
ENSG00000103043,VAC14,HGNC:25507,Q08AM6
ENSG00000198715,GLMP,HGNC:29436,
ENSG00000171234,UGT2B7,HGNC:12554,P16662
ENSG00000240224,UGT1A5,HGNC:12537,P35504
ENSG00000114026,OGG1,HGNC:8125,O15527
ENSG00000135678,CPM,HGNC:2311,
ENSG00000062485,CS,HGNC:2422,
ENSG00000115421,PAPOLG,HGNC:14982,
ENSG00000056097,ZFR,HGNC:17277,Q96KR1
ENSG00000146151,HMGCLL1,HGNC:21359,Q8TB92
ENSG00000134769,DTNA,HGNC:3057,
ENSG00000124596,OARD1,HGNC:21257,
ENSG00000114026,OGG1,HGNC:8125,
ENSG00000056097,ZFR,HGNC:17277,
ENSG00000125844,RRBP1,HGNC:10448,Q9P2E9
ENSG00000163017,ACTG2,HGNC:145,P63267
ENSG00000266997,AC090227.1,,
ENSG00000101782,RIOK3,HGNC:11451,O14730
ENSG00000198715,GLMP,HGNC:29436,Q8WWB7
ENSG00000101782,RIOK3,HGNC:11451,
ENSG00000093217,XYLB,HGNC:12839,
ENSG00000137776,SLTM,HGNC:20709,Q9NWH9
ENSG00000137776,SLTM,HGNC:20709,
ENSG00000146151,HMGCLL1,HGNC:21359,
ENSG00000250151,ARPC4-TTLL3,HGNC:38830,
ENSG00000164116,GUCY1A3,HGNC:4685,Q02108
ENSG00000180881,CAPS2,HGNC:16471,
ENSG00000172572,PDE3A,HGNC:8778,Q14432
ENSG00000171456,ASXL1,HGNC:18318,Q8IXJ9
ENSG00000180881,CAPS2,HGNC:16471,Q9BXY5
ENSG00000171456,ASXL1,HGNC:18318,
ENSG00000106603,COA1,HGNC:21868,Q9GZY4
ENSG00000116747,TROVE2,HGNC:11313,P10155
ENSG00000166228,PCBD1,HGNC:8646,P61457
ENSG00000116747,TROVE2,HGNC:11313,
ENSG00000152556,PFKM,HGNC:8877,
ENSG00000103502,CDIPT,HGNC:1769,O14735
ENSG00000106603,COA1,HGNC:21868,
ENSG00000136698,CFC1,HGNC:18292,P0CG37
ENSG00000136698,CFC1,HGNC:18292,
ENSG00000164116,GUCY1A3,HGNC:4685,
ENSG00000156990,RPUSD3,HGNC:28437,
ENSG00000085644,ZNF213,HGNC:13005,
ENSG00000103502,CDIPT,HGNC:1769,
ENSG00000100258,LMF2,HGNC:25096,Q9BU23
ENSG00000167315,ACAA2,HGNC:83,P42765
ENSG00000135678,CPM,HGNC:2311,P14384
ENSG00000167315,ACAA2,HGNC:83,
ENSG00000142733,MAP3K6,HGNC:6858,
ENSG00000170260,ZNF212,HGNC:13004,Q9UDV6
ENSG00000170260,ZNF212,HGNC:13004,
ENSG00000157450,RNF111,HGNC:17384,
ENSG00000093217,XYLB,HGNC:12839,O75191
ENSG00000204580,DDR1,HGNC:2730,Q08345
ENSG00000140988,RPS2,HGNC:10404,P15880
ENSG00000173401,GLIPR1L1,HGNC:28392,Q6UWM5
ENSG00000140988,RPS2,HGNC:10404,
ENSG00000110107,PRPF19,HGNC:17896,Q9UMS4
ENSG00000107731,UNC5B,HGNC:12568,Q8IZJ1
ENSG00000110107,PRPF19,HGNC:17896,
ENSG00000090661,CERS4,HGNC:23747,
ENSG00000173401,GLIPR1L1,HGNC:28392,
ENSG00000167165,UGT1A6,HGNC:12538,P19224
ENSG00000167165,UGT1A6,HGNC:12538,
ENSG00000102984,ZNF821,HGNC:28043,
ENSG00000173262,SLC2A14,HGNC:18301,Q8TDB8
ENSG00000173706,HEG1,HGNC:29227,Q9ULI3
ENSG00000173706,HEG1,HGNC:29227,
ENSG00000079134,THOC1,HGNC:19070,
ENSG00000144712,CAND2,HGNC:30689,O75155
ENSG00000189157,FAM47E,HGNC:34343,Q6ZV65
ENSG00000156990,RPUSD3,HGNC:28437,Q6P087
ENSG00000189157,FAM47E,HGNC:34343,
ENSG00000144712,CAND2,HGNC:30689,
ENSG00000085644,ZNF213,HGNC:13005,O14771
ENSG00000175718,RBMXL3,HGNC:26859,Q8N7X1
ENSG00000172785,CBWD1,HGNC:17134,Q9BRT8
ENSG00000173262,SLC2A14,HGNC:18301,
ENSG00000134539,KLRD1,HGNC:6378,
ENSG00000272414,FAM47E-STBD1,HGNC:44667,
ENSG00000172785,CBWD1,HGNC:17134,
ENSG00000204946,ZNF783,HGNC:27222,Q6ZMS7
